路径编号,业务ID,业务组名称,路径编码
2506,"042E0200
042E0235
040O0211
040O020F
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
040O0293
040O0200
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
040O0293
040O0200
01010917","检索提取
检索提取
下一步值机
行李交运
航班详情
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
航班详情
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
航班详情
下一步值机
结束",-
2507,"042E0200
042E0235
042E0185
042E0200
042E0235
040O0211
040O0238
040O0238
040O0211
040O020F
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
040O0293
040O0200
040O0293
040O0200
01010917","检索提取
检索提取
里程查询
检索提取
检索提取
下一步值机
重打牌
重打牌
下一步值机
行李交运
航班详情
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
航班详情
下一步值机
航班详情
下一步值机
结束",-
2508,"042E0200
042E0235
042E0185
042E0235
040O0211
040O0221
040O0200
040O0221
040O0200
040O0221
043L1201
040O0200
040O0221
043L1201
040O0200
040O0282
040T0111
040O0200
040T0111
040O0211
040O020F
040O0250
01010917","检索提取
检索提取
里程查询
检索提取
下一步值机
座位锁放
下一步值机
座位锁放
下一步值机
座位锁放
座位锁放
下一步值机
座位锁放
座位锁放
下一步值机
旅客升降舱
旅客升降舱
下一步值机
旅客升降舱
下一步值机
行李交运
里程查询
结束",-
2509,"042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
040O0211
040O0238
040O0238
040O0293
040O0200
01010917","检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
重打牌
重打牌
航班详情
下一步值机
结束",-
2510,"042E0200
042E0235
042E0185
042E0235
040O0211
040O020F
040O0293
040O0200
040O0221
040O0200
040O0238
040O0238
040O0293
040P0206
040P0200
01010917","检索提取
检索提取
里程查询
检索提取
下一步值机
行李交运
航班详情
下一步值机
座位锁放
下一步值机
重打牌
重打牌
航班详情
座位锁放
航班详情
结束",-
2511,"042E0200
01010917","检索提取
结束",-
2512,"042E0200
042E0235
042E0185
042E0200
042E0235
040O0211
040O0210
040O0293
040O0200
040O0221
040O0200
040O020B
040O020B
040O0211
040O0210
040O020B
040O0211
040O020F
040O0293
040O0200
040O0221
043L1201
040O0200
040O0262
040O0250
040O0293
040O0200
040O0210
040O020E
040O020E
01010917","检索提取
检索提取
里程查询
检索提取
检索提取
下一步值机
检索提取
航班详情
下一步值机
座位锁放
下一步值机
选座接收
选座接收
下一步值机
检索提取
选座接收
下一步值机
行李交运
航班详情
下一步值机
座位锁放
座位锁放
下一步值机
值机接收
里程查询
航班详情
下一步值机
检索提取
修改座位
修改座位
结束",-
2513,"042E0200
042E0235
042E0200
042E0235
040O0211
042E0200
042E0235
042E0200
042E0235
040O0211
040O0210
040O0250
040O020F
040O0293
040O0200
040O0221
040O0200
040O0210
040O0211
040O020F
040O0238
040O0238
040O0210
040O0211
040O020F
040O0238
040O0238
01010917","检索提取
检索提取
检索提取
检索提取
下一步值机
检索提取
检索提取
检索提取
检索提取
下一步值机
检索提取
里程查询
行李交运
航班详情
下一步值机
座位锁放
下一步值机
检索提取
下一步值机
行李交运
重打牌
重打牌
检索提取
下一步值机
行李交运
重打牌
重打牌
结束",-
2514,"042E0200
042E0235
042E0185
042E0200
042E0235
042E0185
042E0235
040O0211
040O0293
040O0200
040O0210
040O0250
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0210
040O0262
040O0262
040O0210
040O0262
040O0262
040O020B
040O0225
040O020F
040O0210
040O0250
040O0262
01010917","检索提取
检索提取
里程查询
检索提取
检索提取
里程查询
检索提取
下一步值机
航班详情
下一步值机
检索提取
里程查询
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
检索提取
值机接收
值机接收
检索提取
值机接收
值机接收
选座接收
值机接收
行李交运
检索提取
里程查询
值机接收
结束",-
2515,"042E0200
042E0235
040O0211
040O0262
040O0262
040O0262
040O0262
040O0262
040O020B
040O0211
040O0262
01010917","检索提取
检索提取
下一步值机
值机接收
值机接收
值机接收
值机接收
值机接收
选座接收
下一步值机
值机接收
结束",-
2516,"042E0200
042E0235
040O0211
040O0250
040O020F
040O0238
040O0238
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
01010917","检索提取
检索提取
下一步值机
里程查询
行李交运
重打牌
重打牌
航班详情
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
结束",-
2517,"042E0200
042E0235
040O0211
040O0250
040O020B
040O0293
040O0200
040O0293
040P0206
040P0200
01010917","检索提取
检索提取
下一步值机
里程查询
选座接收
航班详情
下一步值机
航班详情
座位锁放
航班详情
结束",-
2518,"042E0200
042E0235
042E0185
042E0200
042E0235
042E0185
042E0235
040O0211
040O0293
040O0200
040O0293
040O0200
040O0221
040O0200
040O020E
040O020E
01010917","检索提取
检索提取
里程查询
检索提取
检索提取
里程查询
检索提取
下一步值机
航班详情
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
修改座位
修改座位
结束",-
2519,"042E0200
042E0235
042E0185
042E0235
040O0211
040O0293
040O0200
040O0293
040O0200
040O0293
040O0200
040O0221
040O0200
040O0221
040O0200
040O020B
040O0211
040O020F
040O0293
040O0200
040O0221
043L1201
040O0200
040O0293
040O0200
040O0293
040O0200
040O0293
040O0200
040O0293
040O0200
040O0221
040O0200
01010917","检索提取
检索提取
里程查询
检索提取
下一步值机
航班详情
下一步值机
航班详情
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
座位锁放
下一步值机
选座接收
下一步值机
行李交运
航班详情
下一步值机
座位锁放
座位锁放
下一步值机
航班详情
下一步值机
航班详情
下一步值机
航班详情
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
结束",-
2520,"042E0200
042E0235
040O0211
01010917","检索提取
检索提取
下一步值机
结束",-
2521,"042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
040O0211
040O0293
040O0200
042E0200
042E0235
042E0212
042E0219
040O0211
040O020F
040O0210
040O0211
040O020F
040O0210
040O0211
040O020F
040O0210
040O0211
040O020F
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
040O0293
040O0200
01010917","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
航班详情
下一步值机
检索提取
检索提取
检索提取
检索提取
下一步值机
行李交运
检索提取
下一步值机
行李交运
检索提取
下一步值机
行李交运
检索提取
下一步值机
行李交运
航班详情
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
航班详情
下一步值机
结束",-
2522,"042E0201
042E0235
042E0185
042E0235
040O0211
040O020B
040O0211
040O020F
01010917","检索提取
检索提取
里程查询
检索提取
下一步值机
选座接收
下一步值机
行李交运
结束",-
2523,"042E0200
042E0235
042E0200
042E0235
042E0185
042E0200
042E0235
042E0200
042E0235
040O0211
040O0238
040O0238
040O0210
040O0211
040O020F
040O0210
040O0211
040O020F
01010917","检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
检索提取
检索提取
检索提取
下一步值机
重打牌
重打牌
检索提取
下一步值机
行李交运
检索提取
下一步值机
行李交运
结束",-
2524,"042E0200
042E0235
040O0211
040O020F
01010917","检索提取
检索提取
下一步值机
行李交运
结束",-
2525,"042E0200
01010917","检索提取
结束",-
2526,"042E0200
042E0235
042E0185
042E0200
042E0235
042E0200
042E0235
042E0185
042E0200
042E0235
040O0211
040O0221
040O0200
040O0293
040O0200
040O0221
040O0200
040O0210
040O020B
040O020B
040O0211
040O0221
040O0200
040O0210
040O0250
040O0210
040O0210
040O020B
040O0210
040O020B
040O0210
040O020B
040O0210
040O0238
040O0238
040O0293
040O0200
040O0211
040O020F
040O020F
040O020F
040O0293
040O0200
040O0210
040O0211
040O020F
040O0210
040O0290
040R0301
040O0200
040O0293
040O0200
040O0293
040O0200
040O0210
040O0250
040O0210
040O0250
01010917","检索提取
检索提取
里程查询
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
检索提取
下一步值机
座位锁放
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
检索提取
选座接收
选座接收
下一步值机
座位锁放
下一步值机
检索提取
里程查询
检索提取
检索提取
选座接收
检索提取
选座接收
检索提取
选座接收
检索提取
重打牌
重打牌
航班详情
下一步值机
下一步值机
行李交运
行李交运
行李交运
航班详情
下一步值机
检索提取
下一步值机
行李交运
检索提取
行李合并
行李合并
下一步值机
航班详情
下一步值机
航班详情
下一步值机
检索提取
里程查询
检索提取
里程查询
结束",-
2527,"16200100
16200101
16200101
042E0214
042E0219
042E0219
042E0219
042E0219
042E0223","业务信息查询
业务信息查询
业务信息查询
检索提取
检索提取
检索提取
检索提取
检索提取
结束",-
2528,"042E0212
042E0219
040O0240
042E0219
042E0219
042E0219
042E0142
040V0204
042E0100
040O0233
040O0211
040O0293
040O0200
040O0221
040O0200
040O0200
043L1201
042E0212
042E0200
042E0219
042E0219
042E0219
042E0219
042E0219
040O0240
040O0240
040O0240
042E0219
040V0204
040V0204
040V0204
040V0204
040V0208
042E0115
042E0185
040O0233
040O0211
040O0293
040O0200
040O0221
040O0200
040O0221
040T0111
040O0200
040O0211
040O0250
040O0293
040O0200
043L1202
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
检索提取
下一步值机
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
下一步值机
座位锁放
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
座位处理
座位锁放
检索提取
里程查询
下一步值机
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
座位锁放
旅客升降舱
下一步值机
下一步值机
里程查询
航班详情
下一步值机
座位锁放
座位锁放
座位处理
检索提取
结束",BRT_0404
2529,"042E0212
042E0214
042E0223","检索提取
检索提取
结束",BRT_0404
2530,"042E0200
042E0200
042E0223","检索提取
检索提取
结束",-
2531,"042E0212
042E0219
040O0240
042E0219
040O0240
042E0219
042E0219
040O0240
042E0219
042E0219
042E0219
042E0219
040O0240
042E0142
01010917","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
结束",BRT_040G
2532,"042E0115
040O0211
040O0250
040O020B
040V0204
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
下一步值机
里程查询
选座接收
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2533,"042E0219
042E0219
042E0219
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0214
042E0223","检索提取
检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
检索提取
结束",-
2534,"042E0219
040O0240
042E0219
042E0219
040O0240
042E0219
040O0240
042E0142
040V0204
040V0208
01010917","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位锁放
结束",-
2535,"042E0115
040O0211
040O0250
040O0293
040O020E
040O020E
043L1202
040V0206
042E0200
042E0223","检索提取
下一步值机
里程查询
航班详情
修改座位
修改座位
座位锁放
座位处理
检索提取
结束",-
2536,"042E0212
01010917","检索提取
结束",BRT_040G
2537,"042E0115
042E0118
042E0185
042E0115
042E0118
042E0118
040O0233
040O0211
040O0211
040O0221
043L1201
040O0200
01010917","检索提取
检索提取
里程查询
检索提取
检索提取
检索提取
下一步值机
下一步值机
下一步值机
座位锁放
座位锁放
下一步值机
结束",BRT_040A
2538,"042E0115
042E0185
042E0115
042E0118
040O0233
040O0211
040O0210
040O0250
040O020B
040O0293
040O0200
040O0221
040O0200
040T0101
040O0200
040O0293
040O0200
040O0293
040O0200
040O0293
040O0293
040O0200
040O0221
040O0282
040O0282
040T0101
040O0200
040O0293
040O0211
040O020F
nav","检索提取
里程查询
检索提取
检索提取
下一步值机
下一步值机
检索提取
里程查询
选座接收
航班详情
下一步值机
座位锁放
下一步值机
旅客升降舱
下一步值机
航班详情
下一步值机
航班详情
下一步值机
航班详情
航班详情
下一步值机
座位锁放
旅客升降舱
旅客升降舱
旅客升降舱
下一步值机
航班详情
下一步值机
行李交运
结束",BRT_040Other
2539,"042E0212
042E0214
042E0223","检索提取
检索提取
结束",BRT_0404
2540,"042E0219
042E0219
01010917","检索提取
检索提取
结束",-
2541,"042E0115
042E0115
042E0118
042E0185
042E0115
042E0118
042E0185
042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
040O020F
040O0211
040O020F
040O020F
040O0293
040O0200
040O0290
040R0301
040O0200
01010917","检索提取
检索提取
检索提取
里程查询
检索提取
检索提取
里程查询
检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
行李交运
下一步值机
行李交运
行李交运
航班详情
下一步值机
行李合并
行李合并
下一步值机
结束",BRT_040A
2542,"042E0102
042E0102
040O0233
040O0211
040O020F
01010917","检索提取
检索提取
下一步值机
下一步值机
行李交运
结束",BRT_0407
2543,"042E0115
042E0185
040O0233
040O0211
040O020F
040O0238
040O0238
040O0293
040O0200
040O0293
040O0200
040O0221
040O0200
040O0250
040O0293
040O0200
040O0293
040O0200
01010917","检索提取
里程查询
下一步值机
下一步值机
行李交运
重打牌
重打牌
航班详情
下一步值机
航班详情
下一步值机
座位锁放
下一步值机
里程查询
航班详情
下一步值机
航班详情
下一步值机
结束",BRT_040A
2544,"042E0102
042E0118
042E0212
042E0219
040O0240
042E0219
042E0219
040O0240
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2545,"042E0219
042E0219
040O0240
042E0219
040O0240
042E0219
042E0142
042E0200
042E0142
040V0204
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
检索提取
座位处理
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2546,"042E0219
042E0219
042E0219
040O0240
042E0219
042E0219
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2547,"042E0219
042E0219
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2548,"042E0219
042E0219
042E0219
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2549,"042E0212
042E0219
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",BRT_0404
2550,"042E0219
040O0240
042E0219
042E0219
042E0219
040O0240
042E0219
042E0219
040O0240
042E0219
042E0219
042E0219
042E0142
040V0205
040V0204
040V0205
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2551,"042E0219
040O0240
042E0219
042E0219
042E0219
042E0219
042E0219
042E0219
042E0219
042E0219
042E0219
042E0219
040O0240
042E0219
042E0219
040O0240
042E0219
040O0240
042E0142
040V0204
040V0204
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2552,"042E0219
042E0219
042E0220
042E0219
042E0219
040O0240
042E0219
042E0219
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
None
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2553,"042E0212
042E0219
040O0240
042E0219
042E0142
040V0204
040V0204
040V0208
043L1202
040V0206
042E0200
042E0214
042E0223","检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
检索提取
结束",BRT_0404
2554,"042E0219
040O0240
042E0142
040V0204
042E0200
042E0212
042E0212
042E0219
042E0220
042E0219
042E0219
042E0219
042E0219
040O0240
042E0142
040V0204
040V0204
040V0208
043L1202
040V0206
042E0200
042E0214
042E0223","检索提取
检索提取
座位处理
座位处理
检索提取
检索提取
检索提取
检索提取
None
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
检索提取
结束",-
2555,"042E0219
042E0219
042E0220
040O0240
042E0219
040O0240
042E0219
042E0142
040V0204
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
None
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",-
2556,"042E0212
042E0219
042E0142
040V0204
040V0208
043L1202
040V0206
042E0200
042E0223","检索提取
检索提取
座位处理
座位处理
座位锁放
座位锁放
座位处理
检索提取
结束",BRT_0404
2557,"042E0212
042E0219
040O0240
042E0219
040O0240
042E0219
042E0219
042E0219
042E0142
040V0205
040V0204
040V0208
043L1202
040V0206
01010917","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
座位锁放
座位锁放
座位处理
结束",BRT_040G
2558,"042E0201
042E0235
042E0185
042E0200
042E0235
042E0200
042E0235
040O0211
040O0238
040O0238
040O0211
040O020F
040O0210
040O0210
040O0211
040O020F
01010917","检索提取
检索提取
里程查询
检索提取
检索提取
检索提取
检索提取
下一步值机
重打牌
重打牌
下一步值机
行李交运
检索提取
检索提取
下一步值机
行李交运
结束",-
2559,"042E0102
042E0151
042E0121
042E0141
042E0121
042E0112
141R0100
141R0101
042E0106
042E0185
042E0185
042E0185
042E0133
042E0133
042E0133
042E0102
042E0102
042E0118
042E0150
042E0121
042E0180
undefined
undefined
undefined
undefined
042E0302
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
042E0115
042E0118
042E0117","检索提取
座位锁放
返回
客票详情
返回
检索提取
客票查询
客票查询
旅客详情
里程查询
里程查询
里程查询
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情
返回
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
检索提取
检索提取
结束",BRT_0401
2560,"042E0115
042E0117","检索提取
结束",BRT_0402
2561,"042E0115
040O0233
040O0211
040O0262
040O0262
040O0262
040O0249
undefined
undefined
042E0121
042E0117","检索提取
下一步值机
下一步值机
值机接收
值机接收
值机接收
已/未登机查询
已/未登机查询
已/未登机查询
返回
结束",BRT_0402
2562,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0264
040O0293
040O0200
040O0211
040O020B
040O020F
040O0210
040O020F
040O0264
040O0293
040O0200
01010915","检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
航班详情
下一步值机
下一步值机
选座接收
行李交运
检索提取
行李交运
值机接收
航班详情
下一步值机
结束",BRT_0408
2563,"042E0115
042E0115
042E0118
042E0185
042E0115
042E0118
042E0185
042E0115
042E0118
040O0233
040O0211
040O0264
040O0238
040O0238
040O020F
040O020F
040O0210
040O020F
01010915","检索提取
检索提取
检索提取
里程查询
检索提取
检索提取
里程查询
检索提取
检索提取
下一步值机
下一步值机
值机接收
重打牌
重打牌
行李交运
行李交运
检索提取
行李交运
结束",BRT_0408
2564,"042E0115
042E0185
040O0233
040O0211
040O0211
040O020B
01010915","检索提取
里程查询
下一步值机
下一步值机
下一步值机
选座接收
结束",BRT_0408
2565,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0264
040O0293
040O0200
040O0293
040O0200
040O0264
040O0238
040O0238
01010915","检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
航班详情
下一步值机
航班详情
下一步值机
值机接收
重打牌
重打牌
结束",BRT_0408
2566,"042E0115
040O0233
040O0211
040O020B
040O0264
01010915","检索提取
下一步值机
下一步值机
选座接收
值机接收
结束",BRT_0408
2567,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0210
040O020B
040O020B
040O0211
040O0264
040O0293
040O0200
040O0210
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0210
040O0262
040O0262
040O0262
040O020B
040O020F
01010915","检索提取
检索提取
检索提取
下一步值机
下一步值机
检索提取
选座接收
选座接收
下一步值机
值机接收
航班详情
下一步值机
检索提取
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
检索提取
值机接收
值机接收
值机接收
选座接收
行李交运
结束",BRT_0408
2568,"042E0115
040O0233
040O0211
040O020F
01010915","检索提取
下一步值机
下一步值机
行李交运
结束",BRT_0408
2569,"042E0115
040O0233
040O0211
040O020F
01010915","检索提取
下一步值机
下一步值机
行李交运
结束",BRT_0408
2570,"042E0115
040O0233
040O0211
040O020F
01010915","检索提取
下一步值机
下一步值机
行李交运
结束",BRT_0408
2571,"042E0115
040O0233
040O0211
040O020F
01010915","检索提取
下一步值机
下一步值机
行李交运
结束",BRT_0408
2572,"042E0115
042E0185
042E0146
042E0146
042E0150
042E0121
01010915","检索提取
里程查询
重打牌
重打牌
航班详情
返回
结束",BRT_0408
2573,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0264
040O020B
040O0212
040O020E
040O0278
042F0202
040O0200
040O0210
040O0278
042F0202
040O0200
040O0210
040O020F
040O020F
040O0210
040O020F
040O020F
040O0210
040O0278
01010915","检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
选座接收
EDI联程值机
修改座位
管理旅客备注
管理旅客备注
下一步值机
检索提取
管理旅客备注
管理旅客备注
下一步值机
检索提取
行李交运
行李交运
检索提取
行李交运
行李交运
检索提取
管理旅客备注
结束",BRT_0408
2574,"042E0115
040O0233
040O0211
040O020B
040O020F
01010915","检索提取
下一步值机
下一步值机
选座接收
行李交运
结束",BRT_0408
2575,"042E0115
040O0233
040O0211
040O020F
040O0238
040O0238
040O0264
042E0121
042E0115
042E0118
040O0233
040O0211
040O0282
040T0101
040O0200
040O0210
040O020F
040O0293
040O0200
01010915","检索提取
下一步值机
下一步值机
行李交运
重打牌
重打牌
值机接收
返回
检索提取
检索提取
下一步值机
下一步值机
旅客升降舱
旅客升降舱
下一步值机
检索提取
行李交运
航班详情
下一步值机
结束",BRT_0408
2576,"042E0115
042E0150
042E0121
042E0115
042E0118
042E0115
042E0118
042E0185
040O0233
040O0211
040O0264
040O0210
040O020B
040O0210
040O020B
040O0210
040O020B
040O0210
040O020F
040O0210
040O020F
040O0210
040O020F
01010915","检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
里程查询
下一步值机
下一步值机
值机接收
检索提取
选座接收
检索提取
选座接收
检索提取
选座接收
检索提取
行李交运
检索提取
行李交运
检索提取
行李交运
结束",BRT_0408
2577,"042E0115
042E0115
042E0118
042E0185
040O0233
040O0211
040O0211
040O020B
040O0264
040O0293
040O0200
040O0264
040O020F
01010915","检索提取
检索提取
检索提取
里程查询
下一步值机
下一步值机
下一步值机
选座接收
值机接收
航班详情
下一步值机
值机接收
行李交运
结束",BRT_0408
2578,"042E0115
040O0233
040O0211
040O020F
040O0264
01010915","检索提取
下一步值机
下一步值机
行李交运
值机接收
结束",BRT_0408
2579,"042E0115
042E0185
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
040O020F
040O0210
040O020F
01010915","检索提取
里程查询
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
行李交运
检索提取
行李交运
结束",BRT_0408
2580,"042E0115
040O0233
040O0211
040O0293
040O0200
040O020F
040O0238
040O0238
01010915","检索提取
下一步值机
下一步值机
航班详情
下一步值机
行李交运
重打牌
重打牌
结束",BRT_0408
2581,"042E0115
042E0185
040O0233
040O0211
040O020F
040O0238
040O0238
040O0264
01010915","检索提取
里程查询
下一步值机
下一步值机
行李交运
重打牌
重打牌
值机接收
结束",BRT_0408
2582,"042E0115
040O0233
040O0211
040O020B
040O0264
040O0293
040O0200
040O0264
040O020F
01010915","检索提取
下一步值机
下一步值机
选座接收
值机接收
航班详情
下一步值机
值机接收
行李交运
结束",BRT_0408
2583,"042E0115
042E0185
040O0233
040O0211
040O0264
040O0293
040O0200
040O0264
040O0250
040O0282
040T0111
040O0200
040O0293
040O0200
01010915","检索提取
里程查询
下一步值机
下一步值机
值机接收
航班详情
下一步值机
值机接收
里程查询
旅客升降舱
旅客升降舱
下一步值机
航班详情
下一步值机
结束",BRT_0408
2584,"042E0115
042E0185
040O0233
040O0211
042E0121
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020F
040O0238
040O0238
01010915","检索提取
里程查询
下一步值机
下一步值机
返回
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
行李交运
重打牌
重打牌
结束",BRT_0408
2585,"042E0115
042E0185
040O0233
040O0211
040O020B
040O020F
040O0264
01010915","检索提取
里程查询
下一步值机
下一步值机
选座接收
行李交运
值机接收
结束",BRT_0408
2586,"042E0115
042E0185
040O0233
040O0211
040O0264
040O0293
040O0200
040O020D
040O020E
01010915","检索提取
里程查询
下一步值机
下一步值机
值机接收
航班详情
下一步值机
选座接收加行李
修改座位
结束",BRT_0408
2587,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O0264
040O020F
040O0238
040O0238
040O0210
040O020F
01010915","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
行李交运
重打牌
重打牌
检索提取
行李交运
结束",BRT_0408
2588,"042E0115
042E0185
040O0233
040O0211
040O0264
040O0238
040O0238
040O0250
040O0264
040O0282
040T0101
040O0200
01010915","检索提取
里程查询
下一步值机
下一步值机
值机接收
重打牌
重打牌
里程查询
值机接收
旅客升降舱
旅客升降舱
下一步值机
结束",BRT_0408
2589,"042E0115
042E0185
040O0233
040O0211
040O020F
040O0238
040O0238
040O0264
042E0121
01010915","检索提取
里程查询
下一步值机
下一步值机
行李交运
重打牌
重打牌
值机接收
返回
结束",BRT_0408
