路径编号,业务ID,业务组名称,操作简称,路径编码
56,"042E0102
040P0200
042E0118
040Q0100
040Q0105
040Q0103
040Q0105
040Q0103
040Q0105
040Q0103
040Q0105
040P0200
040O0200
040P0700
01010903","检索提取
航班详情入口
检索提取
添加无订座入口
添加无订座
添加无订座
添加无订座
添加无订座
添加无订座
添加无订座
添加无订座
航班详情入口
下一步值机
座位锁放入口
结束","旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
添加无订座页面加载
无订座页面-添加按钮
添加无订座-刷新按钮
无订座页面-添加按钮
添加无订座-刷新按钮
无订座页面-添加按钮
添加无订座-刷新按钮
无订座页面-添加按钮
航班控制页面加载
值机页面加载
座位与旅客控制页面
用户注销按钮",BRT_040H
57,"042E0102
042E0102
16230501
040P0700
042E0118
040P0200
042E0118
040O0240
16290100
16290101
16290101
16290101
16290101
16290101
042E0100
042E0102
042E0102
042E0102
042E0112
040O0240
040P0700
042E0118
042E0117","检索提取
检索提取
None
座位锁放入口
检索提取
航班详情入口
检索提取
同行人提取
None
None
None
None
None
None
检索提取
检索提取
检索提取
检索提取
检索提取
同行人提取
座位锁放入口
检索提取
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
None
座位与旅客控制页面
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
提取同行人按钮
None
None
None
None
None
None
旅客检索页面加载
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
列表切换旅客
提取同行人按钮
座位与旅客控制页面
序号输入框选中旅客
旅客检索清空按钮",BRT_0401
58,"042E0102
042E0102
042E0102
042E0102
042E0102
040P0200
042E0118
042E0102
040P0200
042E0118
06120100
06120101
nav","检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
航班详情入口
检索提取
已/未登机查询入口
已/未登机查询
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
已登机旅客页面加载
已/未登机旅客-查询按钮
关闭当前页面",BRT_040Other
59,"16200100
16200101
042E0102
040P0200
01010903","业务信息查询入口
业务信息查询
检索提取
航班详情入口
结束","FSD查询页面加载
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
航班控制页面加载
用户注销按钮",-
60,"16200100
16200101
01010903","业务信息查询入口
业务信息查询
结束","FSD查询页面加载
FSD航班值机情况-查询按钮
用户注销按钮",-
61,"042E0200
16200100
16200101
042E0200
042E0100
16200100
16200101
042E0102
040P0700
042E0118
042E0118
042E0102
042E0102
042E0102
042E0102
040P0200
042E0118
16200700
040P0700
042E0118
040P0700
042E0118
042E0102
042E0102
042E0118
040P0700
042E0118
042E0100
042E0102
16200101
01010910
040P0700
07161403
16200101
nav","检索提取
业务信息查询入口
业务信息查询
检索提取
检索提取
业务信息查询入口
业务信息查询
检索提取
座位锁放入口
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
None
座位锁放入口
检索提取
座位锁放入口
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
业务信息查询
框架公共功能
座位锁放入口
座位锁放
业务信息查询
结束","新旅客检索页面加载
FSD查询页面加载
FSD航班值机情况-查询按钮
新旅客检索页面加载
旅客检索页面加载
FSD查询页面加载
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
None
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客检索页面加载
旅客查询页签检索按钮
FSD航班值机情况-查询按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
FSD航班值机情况-查询按钮
关闭当前页面",BRT_040Other
62,"042E0102
040P0700
042E0118
042E0118
040P0700
042E0118
042E0118
042E0118
nav","检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
结束","旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
关闭当前页面",BRT_040Other
63,"16200101
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
040P0700
042E0118
042E0118
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
nav","业务信息查询
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束","FSD航班值机情况-查询按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
关闭当前页面",BRT_040Other
64,"16200101
042E0118
042E0102
042E0102
16200101
16200101
16200101
042E0102
042E0102
040P0700
042E0118
16200101
042E0102
042E0102
042E0133
01010910
040P0700
07161403
040P0200
16200700
nav","业务信息查询
检索提取
检索提取
检索提取
业务信息查询
业务信息查询
业务信息查询
检索提取
检索提取
座位锁放入口
检索提取
业务信息查询
检索提取
检索提取
检索提取
框架公共功能
座位锁放入口
座位锁放
航班详情入口
None
结束","FSD航班值机情况-查询按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
FSD航班值机情况-查询按钮
FSD航班值机情况-查询按钮
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询-刷新
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
None
关闭当前页面",BRT_040Other
65,"16200101
042E0100
042E0102
040P0200
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
042E0118
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0118
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
040P0700
042E0118
040P0801
040P0200
042E0118
040P0700
042E0118
042E0118
042E0118
042E0102
042E0102
042E0118
nav","业务信息查询
检索提取
检索提取
航班详情入口
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
OP/CI航班
航班详情入口
检索提取
座位锁放入口
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束","FSD航班值机情况-查询按钮
旅客检索页面加载
旅客查询页签检索按钮
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
序号输入框选中旅客
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
序号输入框选中旅客
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
旅客查询-刷新
座位与旅客控制页面
序号输入框选中旅客
初始关闭CI按钮
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
序号输入框选中旅客
关闭当前页面",BRT_040Other
66,"042E0102
042E0102
042E0102
042E0102
042E0102
042E0118
042E0102
042E0102
01010910
040P0700
07161403
16290100
16290101
07161403
01010910
01010910
040P0700
07161403
040P0200
040P0700
07161403
040P0200
01010910
040P0700
01010910
040P0700
07161403
07161403
07161403
07161403
01010910
040P0700
07161403
nav","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
框架公共功能
座位锁放入口
座位锁放
None
None
座位锁放
框架公共功能
框架公共功能
座位锁放入口
座位锁放
航班详情入口
座位锁放入口
座位锁放
航班详情入口
框架公共功能
座位锁放入口
框架公共功能
座位锁放入口
座位锁放
座位锁放
座位锁放
座位锁放
框架公共功能
座位锁放入口
座位锁放
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
None
None
座位属性更改按钮
系统自动轮询登机办理定时刷新
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
系统自动轮询登机办理定时刷新
座位与旅客控制页面
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
座位属性更改按钮
座位属性更改按钮
座位属性更改按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
关闭当前页面",BRT_040Other
67,"042E0102
042E0102
042E0102
042E0102
042E0133
040P0200
042E0118
042E0102
040P0200
16200101
042E0100
042E0102
040P0202
040P0202
040P0202
042E0118
042E0102
040P0200
040P0200
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
042E0118
042E0102
040P0700
042E0118
042E0102
040P0700
042E0118
042E0102
040P0700
042E0118
040O0200
042E0118
042E0102
040P0700
042E0118
040P0801
040P0202
040P0200
040P0202
042E0118
042E0102
042E0102
042E0102
040P0700
042E0118
042E0118
042E0118
040P0700
040P0200
040P0205
042E0118
040P0700
042E0118
042E0102
042E0102
042E0102
042E0102
040P0700
042E0118
042E0118
040P0700
042E0118
042E0102
042E0102
042E0102
042E0118
040P0700
042E0118
01010910
01010910
16200700
040P0700
042E0118
042E0102
042E0102
042E0102
040P0200
040P0202
040P0202
040P0700
040P0200
040P0202
040P0202
01010910
040P0202
040P0700
07161403
042E0118
042E0102
042E0102
042E0102
042E0102
040P0700
042E0118
042E0118
042E0118
16200101
042E0102
042E0102
042E0133
040P0801
040P0200
16200101
042E0118
042E0102
042E0102
042E0118
01010910
040P0700
07161403
01010910
040P0700
07161403
01010910
040P0202
040P0700
07161403
040P0200
040P0202
042E0119
nav","检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
航班详情入口
业务信息查询
检索提取
检索提取
航班详情
航班详情
航班详情
检索提取
检索提取
航班详情入口
航班详情入口
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
检索提取
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
下一步值机
检索提取
检索提取
座位锁放入口
检索提取
OP/CI航班
航班详情
航班详情入口
航班详情
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
座位锁放入口
航班详情入口
OP/CI航班
检索提取
座位锁放入口
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
框架公共功能
框架公共功能
None
座位锁放入口
检索提取
检索提取
检索提取
检索提取
航班详情入口
航班详情
航班详情
座位锁放入口
航班详情入口
航班详情
航班详情
框架公共功能
航班详情
座位锁放入口
座位锁放
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放入口
检索提取
检索提取
检索提取
业务信息查询
检索提取
检索提取
检索提取
OP/CI航班
航班详情入口
业务信息查询
检索提取
检索提取
检索提取
检索提取
框架公共功能
座位锁放入口
座位锁放
框架公共功能
座位锁放入口
座位锁放
框架公共功能
航班详情
座位锁放入口
座位锁放
航班详情入口
航班详情
None
结束","旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询-刷新
航班控制页面加载
序号输入框选中旅客
旅客查询页签检索按钮
航班控制页面加载
FSD航班值机情况-查询按钮
旅客检索页面加载
旅客查询页签检索按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
序号输入框选中旅客
旅客查询页签检索按钮
航班控制页面加载
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
航班控制-刷新按钮
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
值机页面加载
序号输入框选中旅客
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
初始关闭CI按钮
航班控制-刷新按钮
航班控制页面加载
航班控制-刷新按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
座位与旅客控制页面
航班控制页面加载
CI按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
系统自动轮询登机办理定时刷新
系统自动轮询登机办理定时刷新
None
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
座位与旅客控制页面
航班控制页面加载
航班控制-刷新按钮
航班控制-刷新按钮
系统自动轮询登机办理定时刷新
航班控制-刷新按钮
座位与旅客控制页面
座位属性更改按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
序号输入框选中旅客
序号输入框选中旅客
序号输入框选中旅客
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询-刷新
初始关闭CI按钮
航班控制页面加载
FSD航班值机情况-查询按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
序号输入框选中旅客
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
系统自动轮询登机办理定时刷新
航班控制-刷新按钮
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
航班控制-刷新按钮
None
关闭当前页面",BRT_040Other
68,"16200100
16200101
042E0102
040P0200
042E0100
042E0102
040P0202
01010910
040P0700
07161403
040P0200
042E0102
042E0102
040P0200
042E0118
16200800
16200801
042E0112
042E0118
042E0102
042E0102
040P0200
040P0202
16200101
042E0100
042E0102
042E0118
01010910
040P0700
07161403
040P0200
040P0200
040P0205
040P0700
040P0200
042E0118
040P0700
042E0118
042E0102
042E0102
042E0102
040P0700
07161403
07161403
01010910
040P0700
01010910
040P0700
07161403
040P0700
040P0200
042E0118
042E0102
042E0118
040P0700
042E0118
040P0200
042E0118
042E0102
042E0118
040P0200
042E0118
042E0118
040P0700
042E0118
042E0133
040P0700
042E0118
042E0133
040P0200
042E0118
040P0700
042E0118
042E0112
040P0200
042E0118
040P0200
042E0118
040P0700
042E0118
042E0133
040P0700
042E0118
040P0700
042E0118
040P0700
042E0118
040P0700
01010903","业务信息查询入口
业务信息查询
检索提取
航班详情入口
检索提取
检索提取
航班详情
框架公共功能
座位锁放入口
座位锁放
航班详情入口
检索提取
检索提取
航班详情入口
检索提取
AV查询入口
AV查询
检索提取
检索提取
检索提取
检索提取
航班详情入口
航班详情
业务信息查询
检索提取
检索提取
检索提取
框架公共功能
座位锁放入口
座位锁放
航班详情入口
航班详情入口
OP/CI航班
座位锁放入口
航班详情入口
检索提取
座位锁放入口
检索提取
检索提取
检索提取
检索提取
座位锁放入口
座位锁放
座位锁放
框架公共功能
座位锁放入口
框架公共功能
座位锁放入口
座位锁放
座位锁放入口
航班详情入口
检索提取
检索提取
检索提取
座位锁放入口
检索提取
航班详情入口
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
航班详情入口
检索提取
座位锁放入口
检索提取
检索提取
航班详情入口
检索提取
航班详情入口
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
座位锁放入口
检索提取
座位锁放入口
结束","FSD查询页面加载
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
航班控制页面加载
旅客检索页面加载
旅客查询页签检索按钮
航班控制-刷新按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
旅客查询页签检索按钮
旅客查询页签检索按钮
航班控制页面加载
序号输入框选中旅客
AV查询页面
查询航班AV信息按钮
列表切换旅客
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
航班控制页面加载
航班控制-刷新按钮
FSD航班值机情况-查询按钮
旅客检索页面加载
旅客查询页签检索按钮
序号输入框选中旅客
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
航班控制页面加载
航班控制页面加载
CI按钮
座位与旅客控制页面
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客查询页签检索按钮
座位与旅客控制页面
座位属性更改按钮
座位属性更改按钮
系统自动轮询登机办理定时刷新
座位与旅客控制页面
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
座位与旅客控制页面
航班控制页面加载
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客查询-刷新
座位与旅客控制页面
序号输入框选中旅客
旅客查询-刷新
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
列表切换旅客
航班控制页面加载
序号输入框选中旅客
航班控制页面加载
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客查询-刷新
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
座位与旅客控制页面
用户注销按钮",-
69,"16200100
16200101
16200101
042E0102
042E0118
040P0700
042E0118
042E0133
040P0700
16200101
042E0118
06120100
06120101
06120105
06120101
06120101
06120105
06120105
06120101
06120105
06120101
06120105
06120105
06120105
06120105
06120105
06120105
06120105
06120105
06120105
050W1129
01010102
042E0100
16200100
16200101
042E0102
042E0112
040P0700
07161401
07161401
042E0118
042E0102
042E0102
042E0100
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
040P0200
042E0200
042E0112
042E0112
040V0200
040V0204
040P0700
07161403
040V0206
042E0200
042E0212
042E0212
042E0212
042E0112
040O0240
040V0200
040V0204
042E0200
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
040P0200
042E0200
042E0112
040V0200
040V0204
040P0700
07161403
040V0206
042E0200
042E0112
042E0220
040O0240
040V0200
042E0200
040P0700
07161403
042E0200
16200902
042E0112
042E0212
042E0212
042E0212
042E0212
042E0212
040P0200
042E0200
042E0112
040O0240
042E0112
040O0240
042E0112
040O0240
042E0112
042E0112
042E0112
042E0112
042E0112
040V0200
040V0204
040V0204
040P0700
07161403
040V0206
042E0200
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0212
042E0112
040O0240
042E0112
040O0240
040V0200
040V0205
040V0204
040P0700
040V0206
042E0200
040P0200
042E0200
040P0700
07161403
042E0200
040V0200
040V0204
042E0200
042E0212
042E0212
042E0112
040O0240
040V0200
040V0204
042E0200
042E0212
042E0212
01010910
040P0700
07161403
nav","业务信息查询入口
业务信息查询
业务信息查询
检索提取
检索提取
座位锁放入口
检索提取
检索提取
座位锁放入口
业务信息查询
检索提取
已/未登机查询入口
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
None
登录
检索提取
业务信息查询入口
业务信息查询
检索提取
检索提取
座位锁放入口
座位图旅客处理
座位图旅客处理
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
同行人提取
None
座位处理
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
None
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
None
同行人提取
None
检索提取
座位锁放入口
座位锁放
检索提取
航班备注管理页面
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
同行人提取
检索提取
同行人提取
检索提取
同行人提取
检索提取
检索提取
检索提取
检索提取
检索提取
None
座位处理
座位处理
座位锁放入口
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
同行人提取
检索提取
同行人提取
None
座位处理
座位处理
座位锁放入口
返回
检索提取
航班详情入口
检索提取
座位锁放入口
座位锁放
检索提取
None
座位处理
检索提取
检索提取
检索提取
检索提取
同行人提取
None
座位处理
检索提取
检索提取
检索提取
框架公共功能
座位锁放入口
座位锁放
结束","FSD查询页面加载
FSD航班值机情况-查询按钮
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
序号输入框选中旅客
座位与旅客控制页面
序号输入框选中旅客
旅客查询-刷新
座位与旅客控制页面
FSD航班值机情况-查询按钮
序号输入框选中旅客
已登机旅客页面加载
已/未登机旅客-查询按钮
已/未登机旅客-刷新按钮
已/未登机旅客-查询按钮
已/未登机旅客-查询按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-查询按钮
已/未登机旅客-刷新按钮
已/未登机旅客-查询按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
已/未登机旅客-刷新按钮
None
登录按钮
旅客检索页面加载
FSD查询页面加载
FSD航班值机情况-查询按钮
旅客查询页签检索按钮
列表切换旅客
座位与旅客控制页面
座位与旅客控制-刷新
座位与旅客控制-刷新
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
旅客检索页面加载
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班控制页面加载
新旅客检索页面加载
列表切换旅客
列表切换旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
新旅客检索页面加载
航班模式检索操作
航班模式检索操作
航班模式检索操作
列表切换旅客
提取同行人按钮
None
座位处理-确定按钮
新旅客检索页面加载
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班控制页面加载
新旅客检索页面加载
列表切换旅客
None
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
新旅客检索页面加载
列表切换旅客
None
提取同行人按钮
None
新旅客检索页面加载
座位与旅客控制页面
座位属性更改按钮
新旅客检索页面加载
新增按钮
列表切换旅客
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班控制页面加载
新旅客检索页面加载
列表切换旅客
提取同行人按钮
列表切换旅客
提取同行人按钮
列表切换旅客
提取同行人按钮
列表切换旅客
列表切换旅客
列表切换旅客
列表切换旅客
列表切换旅客
None
座位处理-确定按钮
座位处理-确定按钮
座位与旅客控制页面
座位属性更改按钮
从其他页面返回检索页刷新
新旅客检索页面加载
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
航班模式检索操作
列表切换旅客
提取同行人按钮
列表切换旅客
提取同行人按钮
None
联程/多航段旅客切换航段
座位处理-确定按钮
座位与旅客控制页面
从其他页面返回检索页刷新
新旅客检索页面加载
航班控制页面加载
新旅客检索页面加载
座位与旅客控制页面
座位属性更改按钮
新旅客检索页面加载
None
座位处理-确定按钮
新旅客检索页面加载
航班模式检索操作
航班模式检索操作
列表切换旅客
提取同行人按钮
None
座位处理-确定按钮
新旅客检索页面加载
航班模式检索操作
航班模式检索操作
系统自动轮询登机办理定时刷新
座位与旅客控制页面
座位属性更改按钮
关闭当前页面",BRT_040Other
