business_id,business_label,BP,KC,PG,BT,SUB,business_class,class_name
042E0121,0,04,2E,01,21,13.932,05,结束
042E0117,-1,04,2E,01,17,0.738,05,结束
042E0117,-1,04,2E,01,17,0.287,05,结束
042E0115,1,04,2E,01,15,3.106,02,检索提取
042E0146,0,04,2E,01,46,1.538,09,重打牌
042E0146,0,04,2E,01,46,0.453,09,重打牌
042E0117,-1,04,2E,01,17,4.343,05,结束
042E0117,-1,04,2E,01,17,0.736,05,结束
042E0115,1,04,2E,01,15,4.722,02,检索提取
042E0112,0,04,2E,01,12,1.367,02,检索提取
040O0200,0,04,0O,02,00,1.013,04,值机接收
040O0211,0,04,0O,02,11,0.578,04,值机接收
040O0204,0,04,0O,02,04,3.665,04,值机接收
042E0121,0,04,2E,01,21,1.338,05,结束
042E0117,-1,04,2E,01,17,3.268,05,结束
042E0117,-1,04,2E,01,17,0.992,05,结束
042E0117,-1,04,2E,01,17,0.55,05,结束
042E0117,-1,04,2E,01,17,0.235,05,结束
042E0115,1,04,2E,01,15,5.336,02,检索提取
040O0200,0,04,0O,02,00,1.37,04,值机接收
040O0211,0,04,0O,02,11,0.459,04,值机接收
040O0204,0,04,0O,02,04,3.141,04,值机接收
040O0204,0,04,0O,02,04,12.305,04,值机接收
040O0238,0,04,0O,02,38,1.295,09,重打牌
040O0238,0,04,0O,02,38,0.457,09,重打牌
042E0121,0,04,2E,01,21,7.54,05,结束
042E0117,-1,04,2E,01,17,0.419,05,结束
042E0117,-1,04,2E,01,17,0.268,05,结束
042E0115,1,04,2E,01,15,10.35,02,检索提取
040O0200,0,04,0O,02,00,1.393,04,值机接收
040O0211,0,04,0O,02,11,0.387,04,值机接收
040O0204,0,04,0O,02,04,2.382,04,值机接收
040O0238,0,04,0O,02,38,1.46,09,重打牌
040O0238,0,04,0O,02,38,0.453,09,重打牌
01010915,-1,01,01,09,15,0.911,05,结束
042E0117,-1,04,2E,01,17,12.957,05,结束
042E0117,-1,04,2E,01,17,0.509,05,结束
042E0117,-1,04,2E,01,17,0.241,05,结束
042E0115,1,04,2E,01,15,4.217,02,检索提取
042E0117,-1,04,2E,01,17,5.432,05,结束
042E0117,-1,04,2E,01,17,0.527,05,结束
042E0117,-1,04,2E,01,17,0.273,05,结束
042E0115,1,04,2E,01,15,5.526,02,检索提取
042E0117,-1,04,2E,01,17,6.952,05,结束
042E0115,1,04,2E,01,15,18.441,02,检索提取
042E0115,1,04,2E,01,15,9.772,02,检索提取
042E0118,0,04,2E,01,18,1.627,02,检索提取
042E0118,0,04,2E,01,18,2.319,02,检索提取
042E0146,0,04,2E,01,46,0.731,09,重打牌
042E0146,0,04,2E,01,46,0.44,09,重打牌
040O0200,0,04,0O,02,00,1.055,04,值机接收
040O0211,0,04,0O,02,11,0.53,04,值机接收
040O0204,0,04,0O,02,04,4.406,04,值机接收
040O0204,0,04,0O,02,04,0.316,04,值机接收
040O0204,0,04,0O,02,04,27.797,04,值机接收
040O0204,0,04,0O,02,04,1.559,04,值机接收
042E0121,0,04,2E,01,21,25.711,05,结束
042E0106,0,04,2E,01,06,2.167,10,旅客详情
042E0117,-1,04,2E,01,17,1.811,05,结束
042E0115,1,04,2E,01,15,1.778,02,检索提取
042E0146,0,04,2E,01,46,1.901,09,重打牌
042E0146,0,04,2E,01,46,0.463,09,重打牌
040O0200,0,04,0O,02,00,0.927,04,值机接收
040O0211,0,04,0O,02,11,0.479,04,值机接收
040O0204,0,04,0O,02,04,3.108,04,值机接收
01010915,-1,01,01,09,15,4.511,05,结束
042E0117,-1,04,2E,01,17,10.575,05,结束
042E0117,-1,04,2E,01,17,0.414,05,结束
042E0117,-1,04,2E,01,17,0.274,05,结束
042E0115,1,04,2E,01,15,10.963,02,检索提取
040O0200,0,04,0O,02,00,1.949,04,值机接收
040O0211,0,04,0O,02,11,0.554,04,值机接收
040O0204,0,04,0O,02,04,2.583,04,值机接收
042E0121,0,04,2E,01,21,20.354,05,结束
042E0117,-1,04,2E,01,17,0.223,05,结束
042E0117,-1,04,2E,01,17,0.398,05,结束
042E0115,1,04,2E,01,15,3.191,02,检索提取
040O0200,0,04,0O,02,00,1.657,04,值机接收
040O0211,0,04,0O,02,11,0.492,04,值机接收
042E0121,0,04,2E,01,21,2.001,05,结束
042E0115,1,04,2E,01,15,1.145,02,检索提取
040O0240,0,04,0O,02,40,4.73,04,值机接收
042E0115,1,04,2E,01,15,7.065,02,检索提取
042E0118,0,04,2E,01,18,1.461,02,检索提取
042E0115,1,04,2E,01,15,5.736,02,检索提取
042E0118,0,04,2E,01,18,1.429,02,检索提取
040O0200,0,04,0O,02,00,0.701,04,值机接收
040O0211,0,04,0O,02,11,0.486,04,值机接收
040O0204,0,04,0O,02,04,3.144,04,值机接收
040O0204,0,04,0O,02,04,2.461,04,值机接收
040O0204,0,04,0O,02,04,5.461,04,值机接收
040O0204,0,04,0O,02,04,0.325,04,值机接收
040O0204,0,04,0O,02,04,12.367,04,值机接收
040O0204,0,04,0O,02,04,0.329,04,值机接收
040O0262,0,04,0O,02,62,13.335,04,值机接收
040O0262,0,04,0O,02,62,1.823,04,值机接收
040O0204,0,04,0O,02,04,5.039,04,值机接收
040O0204,0,04,0O,02,04,0.424,04,值机接收
040O0204,0,04,0O,02,04,4.087,04,值机接收
040O0204,0,04,0O,02,04,0.265,04,值机接收
040O0204,0,04,0O,02,04,19.085,04,值机接收
040O0204,0,04,0O,02,04,0.306,04,值机接收
040O0210,0,04,0O,02,10,11.155,04,值机接收
040O0204,0,04,0O,02,04,6.567,04,值机接收
040O0204,0,04,0O,02,04,0.311,04,值机接收
040O0262,0,04,0O,02,62,24.455,04,值机接收
042E0121,0,04,2E,01,21,2.214,05,结束
040O0200,0,04,0O,02,00,0.937,04,值机接收
040O0211,0,04,0O,02,11,0.368,04,值机接收
040O0262,0,04,0O,02,62,2.099,04,值机接收
042E0121,0,04,2E,01,21,2.594,05,结束
042E0117,-1,04,2E,01,17,0.506,05,结束
042E0115,1,04,2E,01,15,1.861,02,检索提取
040O0200,0,04,0O,02,00,1.144,04,值机接收
040O0211,0,04,0O,02,11,0.461,04,值机接收
040O0204,0,04,0O,02,04,1.993,04,值机接收
040O0204,0,04,0O,02,04,0.297,04,值机接收
042E0121,0,04,2E,01,21,17.33,05,结束
042E0117,-1,04,2E,01,17,0.822,05,结束
042E0115,1,04,2E,01,15,2.524,02,检索提取
042E0115,1,04,2E,01,15,2.701,02,检索提取
042E0118,0,04,2E,01,18,1.309,02,检索提取
040O0200,0,04,0O,02,00,1.095,04,值机接收
040O0211,0,04,0O,02,11,0.456,04,值机接收
042E0121,0,04,2E,01,21,3.711,05,结束
042E0117,-1,04,2E,01,17,8.796,05,结束
042E0117,-1,04,2E,01,17,0.783,05,结束
042E0115,1,04,2E,01,15,4.39,02,检索提取
042E0117,-1,04,2E,01,17,4.233,05,结束
042E0115,1,04,2E,01,15,5.361,02,检索提取
042E0115,1,04,2E,01,15,3.062,02,检索提取
042E0118,0,04,2E,01,18,1.31,02,检索提取
040O0200,0,04,0O,02,00,5.271,04,值机接收
040O0211,0,04,0O,02,11,0.686,04,值机接收
040O0204,0,04,0O,02,04,2.565,04,值机接收
040O0238,0,04,0O,02,38,3.038,09,重打牌
040O0238,0,04,0O,02,38,0.555,09,重打牌
042E0121,0,04,2E,01,21,17.685,05,结束
042E0117,-1,04,2E,01,17,1.54,05,结束
042E0115,1,04,2E,01,15,5.161,02,检索提取
040O0200,0,04,0O,02,00,1.494,04,值机接收
040O0211,0,04,0O,02,11,0.484,04,值机接收
040O0204,0,04,0O,02,04,2.154,04,值机接收
042E0121,0,04,2E,01,21,13.705,05,结束
042E0117,-1,04,2E,01,17,0.805,05,结束
042E0117,-1,04,2E,01,17,0.289,05,结束
042E0115,1,04,2E,01,15,5.947,02,检索提取
040O0200,0,04,0O,02,00,2.376,04,值机接收
040O0211,0,04,0O,02,11,0.547,04,值机接收
040O0204,0,04,0O,02,04,8.717,04,值机接收
040O0204,0,04,0O,02,04,0.34,04,值机接收
040O0204,0,04,0O,02,04,19.774,04,值机接收
040O0204,0,04,0O,02,04,0.349,04,值机接收
040O0270,0,04,0O,02,70,15.456,10,旅客详情
042E0121,0,04,2E,01,21,4.987,05,结束
042E0117,-1,04,2E,01,17,0.822,05,结束
042E0115,1,04,2E,01,15,2.221,02,检索提取
040O0200,0,04,0O,02,00,1.137,04,值机接收
040O0211,0,04,0O,02,11,0.484,04,值机接收
040O0204,0,04,0O,02,04,7.758,04,值机接收
042E0121,0,04,2E,01,21,29.124,05,结束
042E0117,-1,04,2E,01,17,1.965,05,结束
042E0115,1,04,2E,01,15,1.872,02,检索提取
042E0117,-1,04,2E,01,17,3.837,05,结束
042E0115,1,04,2E,01,15,5.767,02,检索提取
042E0117,-1,04,2E,01,17,1.994,05,结束
042E0117,-1,04,2E,01,17,0.497,05,结束
042E0115,1,04,2E,01,15,2.428,02,检索提取
040O0200,0,04,0O,02,00,2.051,04,值机接收
040O0211,0,04,0O,02,11,0.454,04,值机接收
040O0204,0,04,0O,02,04,6.904,04,值机接收
040O0238,0,04,0O,02,38,1.555,09,重打牌
040O0238,0,04,0O,02,38,0.249,09,重打牌
042E0121,0,04,2E,01,21,23.112,05,结束
042E0117,-1,04,2E,01,17,0.368,05,结束
042E0115,1,04,2E,01,15,1.106,02,检索提取
042E0146,0,04,2E,01,46,2.876,09,重打牌
042E0146,0,04,2E,01,46,0.537,09,重打牌
040O0200,0,04,0O,02,00,1.002,04,值机接收
040O0211,0,04,0O,02,11,0.407,04,值机接收
040O0204,0,04,0O,02,04,3.913,04,值机接收
042E0121,0,04,2E,01,21,15.805,05,结束
042E0117,-1,04,2E,01,17,0.575,05,结束
042E0117,-1,04,2E,01,17,0.242,05,结束
042E0115,1,04,2E,01,15,3.944,02,检索提取
040O0200,0,04,0O,02,00,1.319,04,值机接收
040O0211,0,04,0O,02,11,0.496,04,值机接收
042E0121,0,04,2E,01,21,10.827,05,结束
042E0146,0,04,2E,01,46,5.508,09,重打牌
042E0146,0,04,2E,01,46,0.489,09,重打牌
042E0117,-1,04,2E,01,17,6.792,05,结束
042E0117,-1,04,2E,01,17,1.761,05,结束
042E0115,1,04,2E,01,15,6.469,02,检索提取
040O0200,0,04,0O,02,00,1.881,04,值机接收
040O0211,0,04,0O,02,11,0.412,04,值机接收
040O0204,0,04,0O,02,04,3.076,04,值机接收
040O0238,0,04,0O,02,38,39.299,09,重打牌
040O0238,0,04,0O,02,38,0.501,09,重打牌
042E0121,0,04,2E,01,21,13.55,05,结束
042E0117,-1,04,2E,01,17,1.1,05,结束
042E0117,-1,04,2E,01,17,0.272,05,结束
042E0115,1,04,2E,01,15,4.177,02,检索提取
040O0200,0,04,0O,02,00,1.295,04,值机接收
040O0211,0,04,0O,02,11,0.426,04,值机接收
040O0204,0,04,0O,02,04,3.799,04,值机接收
042E0121,0,04,2E,01,21,17.657,05,结束
042E0117,-1,04,2E,01,17,0.339,05,结束
042E0117,-1,04,2E,01,17,0.223,05,结束
042E0115,1,04,2E,01,15,3.145,02,检索提取
040O0200,0,04,0O,02,00,1.34,04,值机接收
040O0211,0,04,0O,02,11,0.445,04,值机接收
040O0204,0,04,0O,02,04,1.73,04,值机接收
042E0121,0,04,2E,01,21,11.168,05,结束
042E0117,-1,04,2E,01,17,0.452,05,结束
042E0117,-1,04,2E,01,17,0.266,05,结束
042E0117,-1,04,2E,01,17,0.213,05,结束
042E0115,1,04,2E,01,15,2.454,02,检索提取
040O0200,0,04,0O,02,00,1.271,04,值机接收
040O0211,0,04,0O,02,11,0.488,04,值机接收
040O0204,0,04,0O,02,04,4.602,04,值机接收
042E0121,0,04,2E,01,21,8.686,05,结束
01010903,-1,01,01,09,03,1.535,05,结束
01010102,0,01,01,01,02,53.377,01,登录
042E0100,0,04,2E,01,00,2.178,02,检索提取
042E0200,1,04,2E,02,00,10.376,02,检索提取
042E0112,0,04,2E,01,12,0.659,02,检索提取
040O0211,0,04,0O,02,11,2.403,04,值机接收
040O0204,0,04,0O,02,04,2.034,04,值机接收
040O0204,0,04,0O,02,04,8.351,04,值机接收
042E0200,1,04,2E,02,00,29.576,02,检索提取
042E0112,0,04,2E,01,12,0.134,02,检索提取
042E0200,1,04,2E,02,00,0.853,02,检索提取
042E0224,-1,04,2E,02,24,2.157,05,结束
042E0200,1,04,2E,02,00,2.772,02,检索提取
042E0112,0,04,2E,01,12,0.493,02,检索提取
040O0211,0,04,0O,02,11,1.4,04,值机接收
040O0204,0,04,0O,02,04,1.703,04,值机接收
042E0224,-1,04,2E,02,24,33.826,05,结束
042E0200,1,04,2E,02,00,1.166,02,检索提取
042E0112,0,04,2E,01,12,1.016,02,检索提取
042E0112,0,04,2E,01,12,6.307,02,检索提取
040O0211,0,04,0O,02,11,0.791,04,值机接收
040O0204,0,04,0O,02,04,4.046,04,值机接收
040O0204,0,04,0O,02,04,4.314,04,值机接收
040O0204,0,04,0O,02,04,0.121,04,值机接收
042E0200,1,04,2E,02,00,22.564,02,检索提取
042E0112,0,04,2E,01,12,0.147,02,检索提取
042E0224,-1,04,2E,02,24,0.145,05,结束
042E0200,1,04,2E,02,00,1.016,02,检索提取
042E0112,0,04,2E,01,12,0.91,02,检索提取
040O0211,0,04,0O,02,11,1.057,04,值机接收
040O0204,0,04,0O,02,04,7.066,04,值机接收
042E0200,1,04,2E,02,00,16.101,02,检索提取
042E0112,0,04,2E,01,12,0.119,02,检索提取
042E0224,-1,04,2E,02,24,0.152,05,结束
042E0200,1,04,2E,02,00,2.254,02,检索提取
042E0216,0,04,2E,02,16,1.157,02,检索提取
042E0112,0,04,2E,01,12,0.908,02,检索提取
042E0224,-1,04,2E,02,24,0.763,05,结束
042E0200,1,04,2E,02,00,2.441,02,检索提取
042E0112,0,04,2E,01,12,0.999,02,检索提取
040O0211,0,04,0O,02,11,1.033,04,值机接收
040O0204,0,04,0O,02,04,2.122,04,值机接收
040O0204,0,04,0O,02,04,2.767,04,值机接收
040O0200,0,04,0O,02,00,25.536,04,值机接收
042E0200,1,04,2E,02,00,4.034,02,检索提取
042E0112,0,04,2E,01,12,0.148,02,检索提取
042E0200,1,04,2E,02,00,2.055,02,检索提取
042E0214,0,04,2E,02,14,1.514,02,检索提取
042E0112,0,04,2E,01,12,0.214,02,检索提取
040O0211,0,04,0O,02,11,1.161,04,值机接收
040O0204,0,04,0O,02,04,0.505,04,值机接收
040O0204,0,04,0O,02,04,2.624,04,值机接收
042E0200,1,04,2E,02,00,19.296,02,检索提取
042E0112,0,04,2E,01,12,0.161,02,检索提取
042E0224,-1,04,2E,02,24,0.163,05,结束
042E0200,1,04,2E,02,00,3.695,02,检索提取
042E0112,0,04,2E,01,12,0.51,02,检索提取
042E0112,0,04,2E,01,12,2.308,02,检索提取
042E0146,0,04,2E,01,46,0.916,09,重打牌
042E0112,0,04,2E,01,12,0.144,02,检索提取
040O0211,0,04,0O,02,11,1.206,04,值机接收
040O0204,0,04,0O,02,04,2.978,04,值机接收
042E0200,1,04,2E,02,00,18.036,02,检索提取
042E0112,0,04,2E,01,12,0.111,02,检索提取
042E0224,-1,04,2E,02,24,0.14,05,结束
042E0200,1,04,2E,02,00,9.769,02,检索提取
042E0112,0,04,2E,01,12,1.586,02,检索提取
040O0211,0,04,0O,02,11,6.127,04,值机接收
040O0204,0,04,0O,02,04,3.598,04,值机接收
040O0204,0,04,0O,02,04,3.122,04,值机接收
040O0204,0,04,0O,02,04,0.231,04,值机接收
040O0204,0,04,0O,02,04,22.713,04,值机接收
040O0204,0,04,0O,02,04,0.246,04,值机接收
042E0200,1,04,2E,02,00,23.462,02,检索提取
042E0112,0,04,2E,01,12,0.181,02,检索提取
042E0224,-1,04,2E,02,24,0.186,05,结束
042E0200,1,04,2E,02,00,3.805,02,检索提取
042E0112,0,04,2E,01,12,0.722,02,检索提取
040O0211,0,04,0O,02,11,2.69,04,值机接收
040O0238,0,04,0O,02,38,0.418,09,重打牌
040O0238,0,04,0O,02,38,0.743,09,重打牌
042E0200,1,04,2E,02,00,14.135,02,检索提取
042E0112,0,04,2E,01,12,0.173,02,检索提取
042E0224,-1,04,2E,02,24,0.197,05,结束
042E0200,1,04,2E,02,00,1.459,02,检索提取
042E0112,0,04,2E,01,12,0.521,02,检索提取
040O0211,0,04,0O,02,11,1.277,04,值机接收
040O0204,0,04,0O,02,04,3.144,04,值机接收
040O0238,0,04,0O,02,38,4.912,09,重打牌
040O0238,0,04,0O,02,38,0.375,09,重打牌
042E0200,1,04,2E,02,00,21.532,02,检索提取
042E0112,0,04,2E,01,12,0.123,02,检索提取
042E0224,-1,04,2E,02,24,0.191,05,结束
042E0200,1,04,2E,02,00,10.345,02,检索提取
042E0112,0,04,2E,01,12,1.535,02,检索提取
040O0211,0,04,0O,02,11,0.941,04,值机接收
040O0204,0,04,0O,02,04,2.608,04,值机接收
042E0200,1,04,2E,02,00,10.18,02,检索提取
042E0112,0,04,2E,01,12,0.133,02,检索提取
042E0224,-1,04,2E,02,24,0.177,05,结束
042E0105,1,04,2E,01,05,8.014,61,办理历史
042E0105,1,04,2E,01,05,1.744,61,办理历史
042E0223,-1,04,2E,02,23,0.103,05,结束
042E0219,1,04,2E,02,19,5.208,02,检索提取
042E0219,1,04,2E,02,19,1.044,02,检索提取
040O0211,0,04,0O,02,11,0.858,04,值机接收
040O0204,0,04,0O,02,04,2.136,04,值机接收
042E0224,-1,04,2E,02,24,21.28,05,结束
042E0201,1,04,2E,02,01,1.903,02,检索提取
042E0112,0,04,2E,01,12,0.877,02,检索提取
042E0224,-1,04,2E,02,24,13.397,05,结束
042E0200,1,04,2E,02,00,1.882,02,检索提取
042E0112,0,04,2E,01,12,0.497,02,检索提取
040O0211,0,04,0O,02,11,1.323,04,值机接收
040O0204,0,04,0O,02,04,3.865,04,值机接收
040O0204,0,04,0O,02,04,34.048,04,值机接收
040O0204,0,04,0O,02,04,0.263,04,值机接收
042E0200,1,04,2E,02,00,31.012,02,检索提取
042E0112,0,04,2E,01,12,0.12,02,检索提取
042E0224,-1,04,2E,02,24,2.429,05,结束
042E0200,1,04,2E,02,00,3.616,02,检索提取
042E0112,0,04,2E,01,12,0.547,02,检索提取
040O0211,0,04,0O,02,11,1.303,04,值机接收
040O0204,0,04,0O,02,04,3.64,04,值机接收
042E0200,1,04,2E,02,00,18.267,02,检索提取
042E0112,0,04,2E,01,12,0.108,02,检索提取
042E0224,-1,04,2E,02,24,0.229,05,结束
042E0200,1,04,2E,02,00,11.761,02,检索提取
042E0112,0,04,2E,01,12,0.585,02,检索提取
040O0211,0,04,0O,02,11,1.371,04,值机接收
040O0204,0,04,0O,02,04,1.361,04,值机接收
042E0200,1,04,2E,02,00,6.904,02,检索提取
042E0112,0,04,2E,01,12,0.173,02,检索提取
042E0224,-1,04,2E,02,24,0.181,05,结束
042E0200,1,04,2E,02,00,7.897,02,检索提取
042E0112,0,04,2E,01,12,0.552,02,检索提取
040O0211,0,04,0O,02,11,1.124,04,值机接收
040O0204,0,04,0O,02,04,5.134,04,值机接收
042E0200,1,04,2E,02,00,12.26,02,检索提取
042E0112,0,04,2E,01,12,0.136,02,检索提取
042E0200,1,04,2E,02,00,1.383,02,检索提取
042E0214,0,04,2E,02,14,1.348,02,检索提取
042E0112,0,04,2E,01,12,0.256,02,检索提取
040O0211,0,04,0O,02,11,1.269,04,值机接收
040O0238,0,04,0O,02,38,0.624,09,重打牌
040O0238,0,04,0O,02,38,0.4,09,重打牌
040O0238,0,04,0O,02,38,0.269,09,重打牌
040O0204,0,04,0O,02,04,4.597,04,值机接收
042E0200,1,04,2E,02,00,20.899,02,检索提取
042E0112,0,04,2E,01,12,0.116,02,检索提取
042E0224,-1,04,2E,02,24,0.123,05,结束
042E0200,1,04,2E,02,00,1.259,02,检索提取
042E0112,0,04,2E,01,12,0.521,02,检索提取
042E0112,0,04,2E,01,12,4.666,02,检索提取
040O0211,0,04,0O,02,11,0.816,04,值机接收
040O0204,0,04,0O,02,04,3.904,04,值机接收
040O0204,0,04,0O,02,04,19.778,04,值机接收
042E0200,1,04,2E,02,00,24.558,02,检索提取
042E0112,0,04,2E,01,12,0.134,02,检索提取
042E0224,-1,04,2E,02,24,3.468,05,结束
042E0200,1,04,2E,02,00,4.336,02,检索提取
042E0112,0,04,2E,01,12,0.498,02,检索提取
040O0211,0,04,0O,02,11,1.64,04,值机接收
040O0204,0,04,0O,02,04,4.792,04,值机接收
042E0224,-1,04,2E,02,24,26.252,05,结束
042E0200,1,04,2E,02,00,4.862,02,检索提取
042E0112,0,04,2E,01,12,2.794,02,检索提取
040O0211,0,04,0O,02,11,4.637,04,值机接收
040O0293,0,04,0O,02,93,9.694,32,航班详情
040O0200,0,04,0O,02,00,2.339,04,值机接收
040O0262,0,04,0O,02,62,8.412,04,值机接收
040O0262,0,04,0O,02,62,2.125,04,值机接收
040O0204,0,04,0O,02,04,5.939,04,值机接收
040O0204,0,04,0O,02,04,0.266,04,值机接收
040O0204,0,04,0O,02,04,3.571,04,值机接收
042E0200,1,04,2E,02,00,23.935,02,检索提取
042E0224,-1,04,2E,02,24,0.1,05,结束
042E0112,0,04,2E,01,12,0.049,02,检索提取
042E0200,1,04,2E,02,00,4.244,02,检索提取
042E0112,0,04,2E,01,12,0.49,02,检索提取
040O0211,0,04,0O,02,11,1.272,04,值机接收
040O0204,0,04,0O,02,04,2.955,04,值机接收
040O0204,0,04,0O,02,04,10.828,04,值机接收
042E0200,1,04,2E,02,00,17.031,02,检索提取
042E0112,0,04,2E,01,12,0.128,02,检索提取
042E0224,-1,04,2E,02,24,0.235,05,结束
042E0200,1,04,2E,02,00,7.303,02,检索提取
042E0112,0,04,2E,01,12,1.28,02,检索提取
042E0112,0,04,2E,01,12,1.083,02,检索提取
040O0211,0,04,0O,02,11,0.614,04,值机接收
040O0204,0,04,0O,02,04,2.932,04,值机接收
040O0204,0,04,0O,02,04,2.754,04,值机接收
042E0200,1,04,2E,02,00,19.247,02,检索提取
042E0112,0,04,2E,01,12,0.152,02,检索提取
042E0224,-1,04,2E,02,24,0.233,05,结束
042E0200,1,04,2E,02,00,5.311,02,检索提取
042E0112,0,04,2E,01,12,0.532,02,检索提取
040O0211,0,04,0O,02,11,1.228,04,值机接收
040O0204,0,04,0O,02,04,2.961,04,值机接收
040O0204,0,04,0O,02,04,3.074,04,值机接收
040O0204,0,04,0O,02,04,0.24,04,值机接收
042E0200,1,04,2E,02,00,24.071,02,检索提取
042E0112,0,04,2E,01,12,0.13,02,检索提取
042E0224,-1,04,2E,02,24,0.182,05,结束
042E0200,1,04,2E,02,00,1.283,02,检索提取
042E0112,0,04,2E,01,12,0.52,02,检索提取
040O0211,0,04,0O,02,11,1.464,04,值机接收
040O0204,0,04,0O,02,04,1.978,04,值机接收
040O0204,0,04,0O,02,04,4.755,04,值机接收
040O0204,0,04,0O,02,04,0.246,04,值机接收
042E0200,1,04,2E,02,00,27.7,02,检索提取
042E0112,0,04,2E,01,12,0.139,02,检索提取
042E0224,-1,04,2E,02,24,0.204,05,结束
042E0200,1,04,2E,02,00,3.215,02,检索提取
042E0112,0,04,2E,01,12,0.532,02,检索提取
040O0211,0,04,0O,02,11,1.151,04,值机接收
040O0204,0,04,0O,02,04,0.685,04,值机接收
040O0204,0,04,0O,02,04,2.272,04,值机接收
040O0204,0,04,0O,02,04,8.188,04,值机接收
040O0204,0,04,0O,02,04,0.257,04,值机接收
042E0200,1,04,2E,02,00,23.013,02,检索提取
042E0112,0,04,2E,01,12,0.137,02,检索提取
042E0224,-1,04,2E,02,24,0.195,05,结束
042E0200,1,04,2E,02,00,1.628,02,检索提取
042E0112,0,04,2E,01,12,0.5,02,检索提取
040O0211,0,04,0O,02,11,1.505,04,值机接收
040O0204,0,04,0O,02,04,3.81,04,值机接收
042E0200,1,04,2E,02,00,15.997,02,检索提取
042E0112,0,04,2E,01,12,0.132,02,检索提取
042E0224,-1,04,2E,02,24,0.414,05,结束
042E0200,1,04,2E,02,00,11.32,02,检索提取
042E0112,0,04,2E,01,12,0.514,02,检索提取
040O0211,0,04,0O,02,11,1.661,04,值机接收
040O0204,0,04,0O,02,04,3.689,04,值机接收
040O0204,0,04,0O,02,04,9.71,04,值机接收
042E0200,1,04,2E,02,00,16.472,02,检索提取
042E0224,-1,04,2E,02,24,0.123,05,结束
042E0112,0,04,2E,01,12,0.026,02,检索提取
042E0200,1,04,2E,02,00,5.846,02,检索提取
042E0112,0,04,2E,01,12,2.804,02,检索提取
042E0200,1,04,2E,02,00,5.965,02,检索提取
042E0112,0,04,2E,01,12,4.124,02,检索提取
042E0200,1,04,2E,02,00,4.921,02,检索提取
042E0112,0,04,2E,01,12,1.204,02,检索提取
040O0211,0,04,0O,02,11,3.967,04,值机接收
040O0212,0,04,0O,02,12,2.93,04,值机接收
040O0211,0,04,0O,02,11,4.152,04,值机接收
040O0210,0,04,0O,02,10,8.536,04,值机接收
040O0210,0,04,0O,02,10,2.626,04,值机接收
040O0212,0,04,0O,02,12,3.465,04,值机接收
040O0204,0,04,0O,02,04,2.795,04,值机接收
040O0204,0,04,0O,02,04,3.17,04,值机接收
040O0204,0,04,0O,02,04,11.377,04,值机接收
040O0204,0,04,0O,02,04,0.819,04,值机接收
040O0204,0,04,0O,02,04,29.48,04,值机接收
040O0204,0,04,0O,02,04,3.768,04,值机接收
042E0200,1,04,2E,02,00,25.116,02,检索提取
042E0112,0,04,2E,01,12,0.135,02,检索提取
042E0224,-1,04,2E,02,24,0.228,05,结束
042E0200,1,04,2E,02,00,8.623,02,检索提取
042E0112,0,04,2E,01,12,0.634,02,检索提取
040O0211,0,04,0O,02,11,2.711,04,值机接收
040O0204,0,04,0O,02,04,1.647,04,值机接收
042E0200,1,04,2E,02,00,47.987,02,检索提取
042E0112,0,04,2E,01,12,0.2,02,检索提取
042E0224,-1,04,2E,02,24,2.67,05,结束
042E0200,1,04,2E,02,00,1.556,02,检索提取
042E0112,0,04,2E,01,12,1.573,02,检索提取
042E0112,0,04,2E,01,12,2.731,02,检索提取
040O0211,0,04,0O,02,11,0.866,04,值机接收
040O0262,0,04,0O,02,62,18.16,04,值机接收
040O0204,0,04,0O,02,04,4.931,04,值机接收
040O0204,0,04,0O,02,04,0.238,04,值机接收
040O0204,0,04,0O,02,04,13.941,04,值机接收
040O0204,0,04,0O,02,04,29.838,04,值机接收
040O0204,0,04,0O,02,04,19.214,04,值机接收
042E0200,1,04,2E,02,00,24.213,02,检索提取
042E0112,0,04,2E,01,12,0.166,02,检索提取
042E0224,-1,04,2E,02,24,0.15,05,结束
042E0200,1,04,2E,02,00,13.626,02,检索提取
042E0112,0,04,2E,01,12,0.69,02,检索提取
040O0211,0,04,0O,02,11,1.039,04,值机接收
040O0204,0,04,0O,02,04,1.619,04,值机接收
042E0200,1,04,2E,02,00,17.099,02,检索提取
042E0112,0,04,2E,01,12,0.126,02,检索提取
042E0224,-1,04,2E,02,24,0.23,05,结束
042E0200,1,04,2E,02,00,6.242,02,检索提取
042E0112,0,04,2E,01,12,0.494,02,检索提取
040O0211,0,04,0O,02,11,1.209,04,值机接收
040O0204,0,04,0O,02,04,2.524,04,值机接收
040O0204,0,04,0O,02,04,2.974,04,值机接收
042E0200,1,04,2E,02,00,20.214,02,检索提取
042E0112,0,04,2E,01,12,0.23,02,检索提取
042E0224,-1,04,2E,02,24,0.178,05,结束
042E0200,1,04,2E,02,00,1.42,02,检索提取
042E0112,0,04,2E,01,12,1.687,02,检索提取
042E0112,0,04,2E,01,12,1.057,02,检索提取
040O0211,0,04,0O,02,11,1.1,04,值机接收
040O0204,0,04,0O,02,04,6.335,04,值机接收
040O0204,0,04,0O,02,04,4.305,04,值机接收
040O0204,0,04,0O,02,04,0.108,04,值机接收
