business_id,BP,KC,PG,BT,DIST,SUB,business_class,class_name,target
042F0817,4,215,8,17,54.461,2.152,12,管理旅客备注,2
042F0801,4,215,8,1,16.0,0.741,22,证件校验,0
042F0812,4,215,8,12,11.0,2.231,22,证件校验,0
040O0211,4,24,2,11,191.0968,0.562,4,值机接收,1
040O0212,4,24,2,12,1.0,2.649,4,值机接收,0
040O0204,4,24,2,4,8.0,3.661,4,值机接收,0
01010903,1,1,9,3,24.2487,17.122,5,结束,3
01010102,1,1,1,2,8.0623,17.229,1,登录,4
042E0100,4,214,1,0,213.0305,2.918,2,检索提取,1
042E0115,4,214,1,15,15.0,5.42,2,检索提取,0
042E0171,4,214,1,71,56.0,3.226,22,证件校验,2
042F0801,4,215,8,1,70.3562,0.798,22,证件校验,2
042F0812,4,215,8,12,11.0,2.151,22,证件校验,0
040O0211,4,24,2,11,191.0968,0.853,4,值机接收,1
040O0212,4,24,2,12,1.0,2.023,4,值机接收,0
040O0204,4,24,2,4,8.0,1.743,4,值机接收,0
040O0212,4,24,2,12,8.0,3.019,4,值机接收,0
040O0204,4,24,2,4,8.0,1.667,4,值机接收,0
040O0204,4,24,2,4,0.0,5.262,4,值机接收,0
040O0204,4,24,2,4,0.0,0.124,4,值机接收,0
042E0121,4,214,1,21,190.7616,42.966,5,结束,1
042E0115,4,214,1,15,6.0,1.645,2,检索提取,0
042E0118,4,214,1,18,3.0,1.426,2,检索提取,0
042E0171,4,214,1,71,53.0,6.657,22,证件校验,2
042F0801,4,215,8,1,70.3562,0.973,22,证件校验,2
042F0812,4,215,8,12,11.0,2.058,22,证件校验,0
040O0211,4,24,2,11,191.0968,0.737,4,值机接收,1
040O0212,4,24,2,12,1.0,3.124,4,值机接收,0
040O0204,4,24,2,4,8.0,1.816,4,值机接收,0
040O0204,4,24,2,4,0.0,4.349,4,值机接收,0
040O0204,4,24,2,4,0.0,0.13,4,值机接收,0
042F0800,4,215,8,0,191.1361,28.879,22,证件校验,1
042E0121,4,214,1,21,22.1585,1.211,5,结束,3
042E0115,4,214,1,15,6.0,1.704,2,检索提取,0
042E0118,4,214,1,18,3.0,1.461,2,检索提取,0
042E0171,4,214,1,71,53.0,4.602,22,证件校验,2
042F0801,4,215,8,1,70.3562,0.847,22,证件校验,2
042F0812,4,215,8,12,11.0,2.535,22,证件校验,0
040O0211,4,24,2,11,191.0968,0.65,4,值机接收,1
040O0212,4,24,2,12,1.0,5.613,4,值机接收,0
040O0204,4,24,2,4,8.0,4.147,4,值机接收,0
040O0204,4,24,2,4,0.0,4.209,4,值机接收,0
040O0204,4,24,2,4,0.0,0.404,4,值机接收,0
042F0800,4,215,8,0,191.1361,51.601,22,证件校验,1
042E0121,4,214,1,21,22.1585,1.359,5,结束,3
042E0117,4,214,1,17,4.0,0.426,5,结束,0
042E0115,4,214,1,15,2.0,1.583,2,检索提取,0
042E0171,4,214,1,71,56.0,7.887,22,证件校验,2
042F0801,4,215,8,1,70.3562,0.752,22,证件校验,2
042F0812,4,215,8,12,11.0,1.911,22,证件校验,0
040O0211,4,24,2,11,191.0968,0.535,4,值机接收,1
040O0212,4,24,2,12,1.0,2.631,4,值机接收,0
040O0204,4,24,2,4,8.0,2.927,4,值机接收,0
040O0204,4,24,2,4,0.0,0.311,4,值机接收,0
040O0211,4,24,2,11,7.0,1.444,4,值机接收,0
042E0121,4,214,1,21,190.2656,10.331,5,结束,1
042E0115,4,214,1,15,6.0,1.853,2,检索提取,0
042E0118,4,214,1,18,3.0,1.443,2,检索提取,0
040O0200,4,24,2,0,190.8533,0.319,4,值机接收,1
040O0211,4,24,2,11,11.0,0.448,4,值机接收,0
040O0212,4,24,2,12,1.0,2.555,4,值机接收,0
040O0204,4,24,2,4,8.0,2.116,4,值机接收,0
040O0204,4,24,2,4,0.0,0.328,4,值机接收,0
042E0121,4,214,1,21,190.7616,18.409,5,结束,1
042E0117,4,214,1,17,4.0,0.443,5,结束,0
042E0117,4,214,1,17,0.0,0.304,5,结束,0
042E0115,4,214,1,15,2.0,10.6,2,检索提取,0
042E0115,4,214,1,15,0.0,2.703,2,检索提取,0
042E0118,4,214,1,18,3.0,1.305,2,检索提取,0
042E0115,4,214,1,15,3.0,1.418,2,检索提取,0
042E0118,4,214,1,18,3.0,1.298,2,检索提取,0
040O0200,4,24,2,0,190.8533,1.157,4,值机接收,1
040O0211,4,24,2,11,11.0,0.642,4,值机接收,0
040O0204,4,24,2,4,7.0,2.05,4,值机接收,0
040O0204,4,24,2,4,0.0,3.439,4,值机接收,0
042E0121,4,214,1,21,190.7616,18.394,5,结束,1
042E0117,4,214,1,17,4.0,0.313,5,结束,0
042E0117,4,214,1,17,0.0,0.236,5,结束,0
042E0115,4,214,1,15,2.0,3.955,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.308,4,值机接收,1
040O0211,4,24,2,11,11.0,0.591,4,值机接收,0
040O0204,4,24,2,4,7.0,2.771,4,值机接收,0
040O0204,4,24,2,4,0.0,6.094,4,值机接收,0
042E0121,4,214,1,21,190.7616,23.724,5,结束,1
042E0117,4,214,1,17,4.0,1.427,5,结束,0
042E0115,4,214,1,15,2.0,2.134,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.277,4,值机接收,1
040O0211,4,24,2,11,11.0,0.454,4,值机接收,0
040O0204,4,24,2,4,7.0,1.786,4,值机接收,0
01010915,1,1,9,15,26.6083,1.615,5,结束,3
042E0117,4,214,1,17,213.1807,2.865,5,结束,1
042E0117,4,214,1,17,0.0,0.318,5,结束,0
042E0117,4,214,1,17,0.0,0.273,5,结束,0
042E0115,4,214,1,15,2.0,5.444,2,检索提取,0
040O0200,4,24,2,0,190.5938,3.807,4,值机接收,1
040O0211,4,24,2,11,11.0,0.447,4,值机接收,0
040O0204,4,24,2,4,7.0,1.79,4,值机接收,0
042E0121,4,214,1,21,190.7616,8.319,5,结束,1
042E0117,4,214,1,17,4.0,1.136,5,结束,0
042E0115,4,214,1,15,2.0,4.881,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.598,4,值机接收,1
040O0211,4,24,2,11,11.0,0.437,4,值机接收,0
040O0204,4,24,2,4,7.0,3.421,4,值机接收,0
040O0210,4,24,2,10,6.0,19.728,4,值机接收,4
042E0121,4,214,1,21,190.3208,1.56,5,结束,1
040O0200,4,24,2,0,191.1596,0.694,4,值机接收,1
040O0211,4,24,2,11,11.0,0.488,4,值机接收,0
040O0204,4,24,2,4,7.0,2.424,4,值机接收,0
01010915,1,1,9,15,26.6083,2.77,5,结束,3
042E0117,4,214,1,17,213.1807,15.228,5,结束,1
042E0117,4,214,1,17,0.0,0.291,5,结束,0
042E0115,4,214,1,15,2.0,2.538,2,检索提取,0
040O0200,4,24,2,0,190.5938,3.546,4,值机接收,1
040O0211,4,24,2,11,11.0,0.548,4,值机接收,0
040O0204,4,24,2,4,7.0,3.8,4,值机接收,0
042E0121,4,214,1,21,190.7616,19.989,5,结束,1
042E0117,4,214,1,17,4.0,0.396,5,结束,0
042E0115,4,214,1,15,2.0,16.022,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.159,4,值机接收,1
040O0211,4,24,2,11,11.0,0.378,4,值机接收,0
040O0204,4,24,2,4,7.0,1.818,4,值机接收,0
040O0204,4,24,2,4,0.0,0.112,4,值机接收,0
042E0121,4,214,1,21,190.7616,12.342,5,结束,1
042E0117,4,214,1,17,4.0,0.199,5,结束,0
042E0117,4,214,1,17,0.0,0.206,5,结束,0
042E0115,4,214,1,15,2.0,2.179,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.32,4,值机接收,1
040O0211,4,24,2,11,11.0,0.445,4,值机接收,0
040O0204,4,24,2,4,7.0,10.342,4,值机接收,0
040O0204,4,24,2,4,0.0,0.332,4,值机接收,0
042E0121,4,214,1,21,190.7616,19.15,5,结束,1
042E0117,4,214,1,17,4.0,0.338,5,结束,0
042E0117,4,214,1,17,0.0,0.288,5,结束,0
042E0117,4,214,1,17,0.0,0.275,5,结束,0
042E0115,4,214,1,15,2.0,4.268,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.45,4,值机接收,1
040O0211,4,24,2,11,11.0,0.469,4,值机接收,0
040O0204,4,24,2,4,7.0,5.419,4,值机接收,0
01010915,1,1,9,15,26.6083,4.128,5,结束,3
01010903,1,1,9,3,12.0,16.446,5,结束,4
01010102,1,1,1,2,8.0623,17.024,1,登录,4
042E0100,4,214,1,0,213.0305,5.878,2,检索提取,1
042E0115,4,214,1,15,15.0,1.845,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.228,4,值机接收,1
040O0211,4,24,2,11,11.0,0.68,4,值机接收,0
040O0204,4,24,2,4,7.0,6.422,4,值机接收,0
040O0204,4,24,2,4,0.0,5.392,4,值机接收,0
040O0204,4,24,2,4,0.0,0.305,4,值机接收,0
042E0121,4,214,1,21,190.7616,9.035,5,结束,1
042E0117,4,214,1,17,4.0,0.291,5,结束,0
042E0117,4,214,1,17,0.0,0.735,5,结束,0
042E0117,4,214,1,17,0.0,0.3,5,结束,0
042E0117,4,214,1,17,0.0,0.211,5,结束,0
042E0115,4,214,1,15,2.0,2.52,2,检索提取,0
040O0200,4,24,2,0,190.5938,9.24,4,值机接收,1
040O0211,4,24,2,11,11.0,0.537,4,值机接收,0
040O0204,4,24,2,4,7.0,2.982,4,值机接收,0
040O0204,4,24,2,4,0.0,1.979,4,值机接收,0
01010903,1,1,9,3,24.2487,32.017,5,结束,4
01010102,1,1,1,2,8.0623,16.385,1,登录,4
042E0100,4,214,1,0,213.0305,2.034,2,检索提取,1
042E0200,4,214,2,0,1.0,5.016,2,检索提取,0
042E0112,4,214,1,12,12.0416,2.269,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.888,5,结束,0
042E0200,4,214,2,0,24.0,3.743,2,检索提取,3
042E0112,4,214,1,12,12.0416,2.277,2,检索提取,0
042E0112,4,214,1,12,0.0,8.068,2,检索提取,0
042E0224,4,214,2,24,12.0416,1.513,5,结束,0
042E0212,4,214,2,12,12.0,3.525,2,检索提取,0
042E0219,4,214,2,19,7.0,2.915,2,检索提取,0
042E0219,4,214,2,19,0.0,5.935,2,检索提取,0
042E0219,4,214,2,19,0.0,0.834,2,检索提取,0
040O0211,4,24,2,11,190.1683,1.117,4,值机接收,1
040O0204,4,24,2,4,7.0,6.284,4,值机接收,0
040O0238,4,24,2,38,34.0,31.853,9,重打牌,4
040O0238,4,24,2,38,0.0,0.524,9,重打牌,0
040O0204,4,24,2,4,34.0,4.677,4,值机接收,3
040O0204,4,24,2,4,0.0,0.226,4,值机接收,0
040O0204,4,24,2,4,0.0,28.381,4,值机接收,4
040O0204,4,24,2,4,0.0,0.234,4,值机接收,0
042E0200,4,214,2,0,190.0421,17.526,2,检索提取,1
042E0224,4,214,2,24,24.0,0.143,5,结束,3
042E0201,4,214,2,1,23.0,4.131,2,检索提取,3
042E0112,4,214,1,12,11.0454,1.456,2,检索提取,0
042E0200,4,214,2,0,12.0416,3.593,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.421,2,检索提取,0
042E0112,4,214,1,12,0.0,1.829,2,检索提取,0
042E0146,4,214,1,46,34.0,0.743,9,重打牌,3
042E0112,4,214,1,12,34.0,0.49,2,检索提取,3
040O0211,4,24,2,11,190.0053,1.006,4,值机接收,1
040O0204,4,24,2,4,7.0,13.728,4,值机接收,0
042E0200,4,214,2,0,190.0421,45.482,2,检索提取,1
042E0224,4,214,2,24,24.0,0.121,5,结束,3
042E0112,4,214,1,12,12.0416,0.06,2,检索提取,0
042E0200,4,214,2,0,12.0416,6.904,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.65,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.363,4,值机接收,1
040O0204,4,24,2,4,7.0,4.315,4,值机接收,0
040O0204,4,24,2,4,0.0,0.231,4,值机接收,0
040O0204,4,24,2,4,0.0,2.843,4,值机接收,0
042E0200,4,214,2,0,190.0421,17.017,2,检索提取,1
042E0224,4,214,2,24,24.0,0.114,5,结束,3
042E0112,4,214,1,12,12.0416,0.038,2,检索提取,0
042E0200,4,214,2,0,12.0416,7.085,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.52,2,检索提取,0
042E0112,4,214,1,12,0.0,1.629,2,检索提取,0
042E0146,4,214,1,46,34.0,0.222,9,重打牌,3
042E0146,4,214,1,46,0.0,0.083,9,重打牌,0
040O0211,4,24,2,11,193.1994,9.818,4,值机接收,1
040O0204,4,24,2,4,7.0,5.007,4,值机接收,0
042E0200,4,214,2,0,190.0421,52.806,2,检索提取,1
042E0224,4,214,2,24,24.0,0.122,5,结束,3
042E0112,4,214,1,12,12.0416,0.047,2,检索提取,0
042E0200,4,214,2,0,12.0416,4.956,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.699,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.211,4,值机接收,1
040O0238,4,24,2,38,27.0,1.122,9,重打牌,3
040O0238,4,24,2,38,0.0,0.441,9,重打牌,0
040O0238,4,24,2,38,0.0,0.237,9,重打牌,0
040O0204,4,24,2,4,34.0,2.089,4,值机接收,3
042E0200,4,214,2,0,190.0421,47.596,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.176,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.144,5,结束,0
042E0200,4,214,2,0,24.0,0.54,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.53,2,检索提取,0
042E0112,4,214,1,12,0.0,1.022,2,检索提取,0
042E0146,4,214,1,46,34.0,0.115,9,重打牌,3
042E0112,4,214,1,12,34.0,0.264,2,检索提取,3
040O0211,4,24,2,11,190.0053,0.64,4,值机接收,1
040O0204,4,24,2,4,7.0,2.634,4,值机接收,0
042E0200,4,214,2,0,190.0421,16.892,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.179,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.868,5,结束,0
042E0200,4,214,2,0,24.0,8.156,2,检索提取,3
042E0112,4,214,1,12,12.0416,5.632,2,检索提取,0
040O0211,4,24,2,11,190.0053,5.362,4,值机接收,1
040O0204,4,24,2,4,7.0,3.28,4,值机接收,0
040O0204,4,24,2,4,0.0,7.948,4,值机接收,0
042E0200,4,214,2,0,190.0421,34.136,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.127,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.221,5,结束,0
042E0200,4,214,2,0,24.0,3.883,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.805,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.1,4,值机接收,1
040O0204,4,24,2,4,7.0,2.565,4,值机接收,0
042E0200,4,214,2,0,190.0421,13.332,2,检索提取,1
042E0224,4,214,2,24,24.0,0.116,5,结束,3
042E0112,4,214,1,12,12.0416,0.039,2,检索提取,0
042E0200,4,214,2,0,12.0416,2.656,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.51,2,检索提取,0
040O0211,4,24,2,11,190.0053,2.096,4,值机接收,1
040O0204,4,24,2,4,7.0,0.547,4,值机接收,0
040O0204,4,24,2,4,0.0,10.163,4,值机接收,0
040O0204,4,24,2,4,0.0,3.355,4,值机接收,0
040O0204,4,24,2,4,0.0,0.258,4,值机接收,0
042E0200,4,214,2,0,190.0421,27.082,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.127,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.131,5,结束,0
042E0200,4,214,2,0,24.0,6.572,2,检索提取,3
042E0112,4,214,1,12,12.0416,7.689,2,检索提取,0
042E0200,4,214,2,0,12.0416,1.443,2,检索提取,0
042E0112,4,214,1,12,12.0416,2.35,2,检索提取,0
040O0211,4,24,2,11,190.0053,5.215,4,值机接收,1
040O0204,4,24,2,4,7.0,9.824,4,值机接收,0
040O0204,4,24,2,4,0.0,4.59,4,值机接收,0
040O0204,4,24,2,4,0.0,0.104,4,值机接收,0
040O0204,4,24,2,4,0.0,26.39,4,值机接收,4
040O0204,4,24,2,4,0.0,0.384,4,值机接收,0
042E0200,4,214,2,0,190.0421,22.893,2,检索提取,1
042E0224,4,214,2,24,24.0,0.094,5,结束,3
042E0112,4,214,1,12,12.0416,0.061,2,检索提取,0
042E0200,4,214,2,0,12.0416,8.998,2,检索提取,0
042E0112,4,214,1,12,12.0416,1.572,2,检索提取,0
042E0112,4,214,1,12,0.0,0.982,2,检索提取,0
040O0211,4,24,2,11,190.0053,0.712,4,值机接收,1
040O0212,4,24,2,12,1.0,7.54,4,值机接收,0
040O0204,4,24,2,4,8.0,2.385,4,值机接收,0
042E0200,4,214,2,0,190.0421,53.364,2,检索提取,1
042E0224,4,214,2,24,24.0,0.099,5,结束,3
042E0112,4,214,1,12,12.0416,0.052,2,检索提取,0
042E0200,4,214,2,0,12.0416,5.974,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.828,2,检索提取,0
042E0200,4,214,2,0,12.0416,4.041,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.399,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.589,4,值机接收,1
040O0238,4,24,2,38,27.0,0.354,9,重打牌,3
040O0238,4,24,2,38,0.0,0.744,9,重打牌,0
040O0204,4,24,2,4,34.0,2.504,4,值机接收,3
040O0238,4,24,2,38,34.0,8.016,9,重打牌,3
040O0238,4,24,2,38,0.0,0.536,9,重打牌,0
042E0200,4,214,2,0,193.7627,19.805,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.149,2,检索提取,0
042E0224,4,214,2,24,12.0416,1.833,5,结束,0
042E0200,4,214,2,0,24.0,2.08,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.497,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.675,4,值机接收,1
040O0204,4,24,2,4,7.0,1.173,4,值机接收,0
040O0204,4,24,2,4,0.0,7.26,4,值机接收,0
040O0204,4,24,2,4,0.0,0.185,4,值机接收,0
042E0200,4,214,2,0,190.0421,15.215,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.189,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.155,5,结束,0
042E0200,4,214,2,0,24.0,1.325,2,检索提取,3
042E0112,4,214,1,12,12.0416,2.097,2,检索提取,0
040O0211,4,24,2,11,190.0053,0.812,4,值机接收,1
040O0204,4,24,2,4,7.0,5.303,4,值机接收,0
040O0204,4,24,2,4,0.0,4.079,4,值机接收,0
040O0204,4,24,2,4,0.0,0.094,4,值机接收,0
042E0200,4,214,2,0,190.0421,21.561,2,检索提取,1
042E0224,4,214,2,24,24.0,0.092,5,结束,3
042E0112,4,214,1,12,12.0416,0.04,2,检索提取,0
042E0200,4,214,2,0,12.0416,2.574,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.538,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.113,4,值机接收,1
040O0204,4,24,2,4,7.0,5.496,4,值机接收,0
040O0204,4,24,2,4,0.0,2.944,4,值机接收,0
042E0200,4,214,2,0,190.0421,28.606,2,检索提取,1
042E0224,4,214,2,24,24.0,0.094,5,结束,3
042E0112,4,214,1,12,12.0416,0.032,2,检索提取,0
042E0200,4,214,2,0,12.0416,0.992,2,检索提取,0
042E0200,4,214,2,0,0.0,32.428,2,检索提取,4
042E0112,4,214,1,12,12.0416,12.829,2,检索提取,0
040O0211,4,24,2,11,190.0053,9.519,4,值机接收,1
040O0285,4,24,2,85,74.0,2.665,22,证件校验,2
042F0801,4,215,8,1,208.7415,1.202,22,证件校验,1
042F0802,4,215,8,2,1.0,4.827,22,证件校验,0
040O0200,4,24,2,0,191.1047,3.033,4,值机接收,1
040O0204,4,24,2,4,4.0,1.933,4,值机接收,0
040O0238,4,24,2,38,34.0,10.387,9,重打牌,3
040O0238,4,24,2,38,0.0,0.57,9,重打牌,0
040O0238,4,24,2,38,0.0,20.435,9,重打牌,4
040O0238,4,24,2,38,0.0,0.604,9,重打牌,0
042E0200,4,214,2,0,193.7627,10.076,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.224,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.201,5,结束,0
042E0200,4,214,2,0,24.0,7.223,2,检索提取,3
042E0112,4,214,1,12,12.0416,1.344,2,检索提取,0
042E0112,4,214,1,12,0.0,2.943,2,检索提取,0
042E0146,4,214,1,46,34.0,0.236,9,重打牌,3
042E0112,4,214,1,12,34.0,0.178,2,检索提取,3
040O0211,4,24,2,11,190.0053,1.28,4,值机接收,1
040O0204,4,24,2,4,7.0,1.791,4,值机接收,0
042E0200,4,214,2,0,190.0421,17.966,2,检索提取,1
042E0224,4,214,2,24,24.0,0.135,5,结束,3
042E0112,4,214,1,12,12.0416,0.046,2,检索提取,0
042E0200,4,214,2,0,12.0416,4.396,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.502,2,检索提取,0
040O0211,4,24,2,11,190.0053,2.075,4,值机接收,1
040O0204,4,24,2,4,7.0,3.902,4,值机接收,0
042E0200,4,214,2,0,190.0421,2.995,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.171,2,检索提取,0
042E0224,4,214,2,24,12.0416,3.406,5,结束,0
042E0200,4,214,2,0,24.0,9.697,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.553,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.151,4,值机接收,1
040O0204,4,24,2,4,7.0,2.263,4,值机接收,0
042E0200,4,214,2,0,190.0421,13.09,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.139,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.214,5,结束,0
042E0200,4,214,2,0,24.0,0.954,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.524,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.532,4,值机接收,1
040O0204,4,24,2,4,7.0,0.705,4,值机接收,0
040O0238,4,24,2,38,34.0,1.038,9,重打牌,3
040O0238,4,24,2,38,0.0,0.408,9,重打牌,0
040O0238,4,24,2,38,0.0,0.256,9,重打牌,0
040O0204,4,24,2,4,34.0,2.52,4,值机接收,3
042E0200,4,214,2,0,190.0421,16.843,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.121,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.201,5,结束,0
042E0200,4,214,2,0,24.0,7.388,2,检索提取,3
042E0112,4,214,1,12,12.0416,1.793,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.207,4,值机接收,1
040O0238,4,24,2,38,27.0,1.07,9,重打牌,3
040O0238,4,24,2,38,0.0,0.489,9,重打牌,0
040O0204,4,24,2,4,34.0,13.956,4,值机接收,3
042E0200,4,214,2,0,190.0421,28.475,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.204,2,检索提取,0
042E0200,4,214,2,0,12.0416,5.394,2,检索提取,0
042E0214,4,214,2,14,14.0,1.637,2,检索提取,0
042E0112,4,214,1,12,2.2361,0.175,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.503,4,值机接收,1
040O0285,4,24,2,85,74.0,3.211,22,证件校验,2
042F0801,4,215,8,1,208.7415,1.104,22,证件校验,1
042F0802,4,215,8,2,1.0,4.283,22,证件校验,0
040O0200,4,24,2,0,191.1047,3.236,4,值机接收,1
040O0204,4,24,2,4,4.0,6.733,4,值机接收,0
042E0200,4,214,2,0,190.0421,13.915,2,检索提取,1
042E0224,4,214,2,24,24.0,0.088,5,结束,3
042E0112,4,214,1,12,12.0416,0.036,2,检索提取,0
042E0200,4,214,2,0,12.0416,11.601,2,检索提取,0
042E0112,4,214,1,12,12.0416,0.644,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.248,4,值机接收,1
040O0285,4,24,2,85,74.0,0.661,22,证件校验,2
042F0801,4,215,8,1,208.7415,0.821,22,证件校验,1
042F0802,4,215,8,2,1.0,2.482,22,证件校验,0
040O0200,4,24,2,0,191.1047,2.104,4,值机接收,1
040O0204,4,24,2,4,4.0,1.875,4,值机接收,0
040O0270,4,24,2,70,66.0,9.261,10,旅客详情,2
042E0200,4,214,2,0,202.4846,35.695,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.118,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.155,5,结束,0
042E0200,4,214,2,0,24.0,7.433,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.519,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.494,4,值机接收,1
040O0204,4,24,2,4,7.0,1.852,4,值机接收,0
042E0200,4,214,2,0,190.0421,23.783,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.127,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.278,5,结束,0
042E0200,4,214,2,0,24.0,9.945,2,检索提取,3
042E0112,4,214,1,12,12.0416,1.272,2,检索提取,0
042E0112,4,214,1,12,0.0,1.525,2,检索提取,0
042E0146,4,214,1,46,34.0,0.178,9,重打牌,3
042E0112,4,214,1,12,34.0,0.202,2,检索提取,3
040O0211,4,24,2,11,190.0053,1.496,4,值机接收,1
040O0204,4,24,2,4,7.0,7.787,4,值机接收,0
040O0204,4,24,2,4,0.0,21.93,4,值机接收,4
040O0204,4,24,2,4,0.0,0.098,4,值机接收,0
042E0200,4,214,2,0,190.0421,26.312,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.172,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.875,5,结束,0
042E0200,4,214,2,0,24.0,4.579,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.574,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.385,4,值机接收,1
040O0204,4,24,2,4,7.0,3.063,4,值机接收,0
042E0200,4,214,2,0,190.0421,10.088,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.112,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.123,5,结束,0
042E0200,4,214,2,0,24.0,5.183,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.538,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.366,4,值机接收,1
040O0204,4,24,2,4,7.0,2.386,4,值机接收,0
042E0200,4,214,2,0,190.0421,10.172,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.163,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.716,5,结束,0
042E0200,4,214,2,0,24.0,7.807,2,检索提取,3
042E0216,4,214,2,16,16.0,1.278,2,检索提取,0
042E0112,4,214,1,12,4.1231,1.111,2,检索提取,0
042E0112,4,214,1,12,0.0,12.091,2,检索提取,0
040O0211,4,24,2,11,190.0053,0.719,4,值机接收,1
040O0285,4,24,2,85,74.0,15.93,22,证件校验,2
042F0801,4,215,8,1,208.7415,2.207,22,证件校验,1
042F0802,4,215,8,2,1.0,4.024,22,证件校验,0
042F0801,4,215,8,1,1.0,3.142,22,证件校验,0
042F0802,4,215,8,2,1.0,3.194,22,证件校验,0
042F0801,4,215,8,1,1.0,3.092,22,证件校验,0
042F0802,4,215,8,2,1.0,4.99,22,证件校验,0
040O0200,4,24,2,0,191.1047,3.62,4,值机接收,1
040O0212,4,24,2,12,12.0,2.684,4,值机接收,0
040O0211,4,24,2,11,1.0,8.259,4,值机接收,0
040O0204,4,24,2,4,7.0,3.812,4,值机接收,0
042E0200,4,214,2,0,190.0421,24.678,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.112,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.234,5,结束,0
042E0200,4,214,2,0,24.0,5.056,2,检索提取,3
042E0112,4,214,1,12,12.0416,0.667,2,检索提取,0
040O0211,4,24,2,11,190.0053,1.938,4,值机接收,1
040O0204,4,24,2,4,7.0,3.729,4,值机接收,0
040O0204,4,24,2,4,0.0,21.12,4,值机接收,4
040O0204,4,24,2,4,0.0,0.203,4,值机接收,0
042E0200,4,214,2,0,190.0421,17.01,2,检索提取,1
042E0112,4,214,1,12,12.0416,0.128,2,检索提取,0
042E0224,4,214,2,24,12.0416,0.232,5,结束,0
