business_id,business_time,business_label,business_class,class_name,time_interval,time_splitting
042E0115,2024-03-31 09:02:29.576,1,2,检索提取,3.041,b
042E0118,2024-03-31 09:02:30.919,0,2,检索提取,1.343,b
040O0200,2024-03-31 09:02:31.814,0,4,值机接收,0.895,b
040O0211,2024-03-31 09:02:32.449,0,4,值机接收,0.635,b
040O0204,2024-03-31 09:02:32.884,0,4,值机接收,0.435,b
040O0204,2024-03-31 09:02:36.086,0,4,值机接收,3.202,b
040O0238,2024-03-31 09:02:57.506,0,9,重打牌,21.42,s
040O0238,2024-03-31 09:02:58.062,0,9,重打牌,0.556,b
042E0121,2024-03-31 09:03:08.243,0,5,结束,10.181,s
042E0117,2024-03-31 09:03:08.624,-1,5,结束,0.381,b
042E0115,2024-03-31 09:03:14.216,1,2,检索提取,5.592,b
042E0115,2024-03-31 09:03:17.290,1,2,检索提取,3.074,b
042E0118,2024-03-31 09:03:18.657,0,2,检索提取,1.367,b
040O0200,2024-03-31 09:03:19.201,0,4,值机接收,0.544,b
040O0211,2024-03-31 09:03:19.676,0,4,值机接收,0.475,b
040O0204,2024-03-31 09:03:27.397,0,4,值机接收,7.721,b
042E0121,2024-03-31 09:03:40.164,0,5,结束,12.767,s
042E0117,2024-03-31 09:03:40.561,-1,5,结束,0.397,b
042E0115,2024-03-31 09:03:46.820,1,2,检索提取,6.259,b
040O0200,2024-03-31 09:03:48.052,0,4,值机接收,1.232,b
040O0211,2024-03-31 09:03:48.473,0,4,值机接收,0.421,b
040O0293,2024-03-31 09:03:52.289,0,32,航班详情,3.816,b
040O0200,2024-03-31 09:03:53.287,0,4,值机接收,0.998,b
040O0282,2024-03-31 09:03:54.884,0,24,旅客升降舱,1.597,b
040T0111,2024-03-31 09:03:58.687,0,24,旅客升降舱,3.803,b
040O0200,2024-03-31 09:03:58.904,0,4,值机接收,0.217,b
040O0204,2024-03-31 09:04:01.829,0,4,值机接收,2.925,b
042E0121,2024-03-31 09:04:32.560,0,5,结束,30.731,s
042E0117,2024-03-31 09:04:32.724,-1,5,结束,0.164,b
042E0117,2024-03-31 09:04:32.994,-1,5,结束,0.27,b
042E0115,2024-03-31 09:04:40.181,1,2,检索提取,7.187,b
042E0141,2024-03-31 09:04:43.428,0,15,客票详情,3.247,b
042E0121,2024-03-31 09:04:44.898,0,5,结束,1.47,b
040O0200,2024-03-31 09:04:46.098,0,4,值机接收,1.2,b
040O0211,2024-03-31 09:04:46.624,0,4,值机接收,0.526,b
042E0121,2024-03-31 09:04:55.860,0,5,结束,9.236,b
042E0115,2024-03-31 09:04:59.642,1,2,检索提取,3.782,b
042E0118,2024-03-31 09:05:01.250,0,2,检索提取,1.608,b
040O0200,2024-03-31 09:05:02.527,0,4,值机接收,1.277,b
040O0211,2024-03-31 09:05:02.970,0,4,值机接收,0.443,b
040O0204,2024-03-31 09:05:05.440,0,4,值机接收,2.47,b
040O0285,2024-03-31 09:05:08.209,0,22,证件校验,2.769,b
042F0801,2024-03-31 09:05:09.869,0,22,证件校验,1.66,b
042F0801,2024-03-31 09:05:14.616,0,22,证件校验,4.747,b
040O0200,2024-03-31 09:05:18.873,0,4,值机接收,4.257,b
040O0212,2024-03-31 09:05:21.416,0,4,值机接收,2.543,b
040O0204,2024-03-31 09:05:25.103,0,4,值机接收,3.687,b
040O0204,2024-03-31 09:05:35.279,0,4,值机接收,10.176,s
040O0204,2024-03-31 09:05:35.549,0,4,值机接收,0.27,b
040O0210,2024-03-31 09:06:08.159,0,4,值机接收,32.61,s
040O0204,2024-03-31 09:06:13.330,0,4,值机接收,5.171,b
040O0204,2024-03-31 09:06:13.739,0,4,值机接收,0.409,b
042E0121,2024-03-31 09:06:36.077,0,5,结束,22.338,s
042E0117,2024-03-31 09:06:36.561,-1,5,结束,0.484,b
162R0300,2024-03-31 09:06:38.448,1,72,值机员综合办理统计,1.887,b
162R0501,2024-03-31 09:06:40.358,0,72,值机员综合办理统计,1.91,b
01010102,2024-03-31 09:07:01.922,0,1,登录,21.564,s
042E0100,2024-03-31 09:07:04.527,0,2,检索提取,2.605,b
042E0115,2024-03-31 09:07:08.222,1,2,检索提取,3.695,b
042E0171,2024-03-31 09:07:11.408,0,22,证件校验,3.186,b
042F0817,2024-03-31 09:07:14.114,0,12,管理旅客备注,2.706,b
042F0801,2024-03-31 09:07:15.063,0,22,证件校验,0.949,b
042F0812,2024-03-31 09:07:18.350,0,22,证件校验,3.287,b
040O0211,2024-03-31 09:07:19.270,0,4,值机接收,0.92,b
040O0212,2024-03-31 09:07:22.603,0,4,值机接收,3.333,b
040O0204,2024-03-31 09:07:30.313,0,4,值机接收,7.71,b
01010915,2024-03-31 09:07:35.108,-1,5,结束,4.795,b
042E0115,2024-03-31 09:07:37.035,1,2,检索提取,1.927,b
042E0171,2024-03-31 09:07:39.103,0,22,证件校验,2.068,b
042F0817,2024-03-31 09:07:41.255,0,12,管理旅客备注,2.152,b
042F0801,2024-03-31 09:07:41.996,0,22,证件校验,0.741,b
042F0812,2024-03-31 09:07:44.227,0,22,证件校验,2.231,b
040O0211,2024-03-31 09:07:44.789,0,4,值机接收,0.562,b
040O0212,2024-03-31 09:07:47.438,0,4,值机接收,2.649,b
040O0204,2024-03-31 09:07:51.099,0,4,值机接收,3.661,b
01010903,2024-03-31 09:08:08.221,-1,5,结束,17.122,s
01010102,2024-03-31 09:08:25.450,0,1,登录,17.229,s
042E0100,2024-03-31 09:08:28.368,0,2,检索提取,2.918,b
042E0115,2024-03-31 09:08:33.788,1,2,检索提取,5.42,b
042E0171,2024-03-31 09:08:37.014,0,22,证件校验,3.226,b
042F0801,2024-03-31 09:08:37.812,0,22,证件校验,0.798,b
042F0812,2024-03-31 09:08:39.963,0,22,证件校验,2.151,b
040O0211,2024-03-31 09:08:40.816,0,4,值机接收,0.853,b
040O0212,2024-03-31 09:08:42.839,0,4,值机接收,2.023,b
040O0204,2024-03-31 09:08:44.582,0,4,值机接收,1.743,b
040O0212,2024-03-31 09:08:47.601,0,4,值机接收,3.019,b
040O0204,2024-03-31 09:08:49.268,0,4,值机接收,1.667,b
040O0204,2024-03-31 09:08:54.530,0,4,值机接收,5.262,b
040O0204,2024-03-31 09:08:54.654,0,4,值机接收,0.124,b
042E0121,2024-03-31 09:09:37.620,0,5,结束,42.966,s
042E0115,2024-03-31 09:09:39.265,1,2,检索提取,1.645,b
042E0118,2024-03-31 09:09:40.691,0,2,检索提取,1.426,b
042E0171,2024-03-31 09:09:47.348,0,22,证件校验,6.657,b
042F0801,2024-03-31 09:09:48.321,0,22,证件校验,0.973,b
042F0812,2024-03-31 09:09:50.379,0,22,证件校验,2.058,b
040O0211,2024-03-31 09:09:51.116,0,4,值机接收,0.737,b
040O0212,2024-03-31 09:09:54.240,0,4,值机接收,3.124,b
040O0204,2024-03-31 09:09:56.056,0,4,值机接收,1.816,b
040O0204,2024-03-31 09:10:00.405,0,4,值机接收,4.349,b
040O0204,2024-03-31 09:10:00.535,0,4,值机接收,0.13,b
042F0800,2024-03-31 09:10:29.414,0,22,证件校验,28.879,s
042E0121,2024-03-31 09:10:30.625,0,5,结束,1.211,b
042E0115,2024-03-31 09:10:32.329,1,2,检索提取,1.704,b
042E0118,2024-03-31 09:10:33.790,0,2,检索提取,1.461,b
042E0171,2024-03-31 09:10:38.392,0,22,证件校验,4.602,b
042F0801,2024-03-31 09:10:39.239,0,22,证件校验,0.847,b
042F0812,2024-03-31 09:10:41.774,0,22,证件校验,2.535,b
040O0211,2024-03-31 09:10:42.424,0,4,值机接收,0.65,b
040O0212,2024-03-31 09:10:48.037,0,4,值机接收,5.613,b
040O0204,2024-03-31 09:10:52.184,0,4,值机接收,4.147,b
040O0204,2024-03-31 09:10:56.393,0,4,值机接收,4.209,b
040O0204,2024-03-31 09:10:56.797,0,4,值机接收,0.404,b
042F0800,2024-03-31 09:11:48.398,0,22,证件校验,51.601,s
042E0121,2024-03-31 09:11:49.757,0,5,结束,1.359,b
042E0117,2024-03-31 09:11:50.183,-1,5,结束,0.426,b
042E0115,2024-03-31 09:11:51.766,1,2,检索提取,1.583,b
042E0171,2024-03-31 09:11:59.653,0,22,证件校验,7.887,b
042F0801,2024-03-31 09:12:00.405,0,22,证件校验,0.752,b
042F0812,2024-03-31 09:12:02.316,0,22,证件校验,1.911,b
040O0211,2024-03-31 09:12:02.851,0,4,值机接收,0.535,b
040O0212,2024-03-31 09:12:05.482,0,4,值机接收,2.631,b
040O0204,2024-03-31 09:12:08.409,0,4,值机接收,2.927,b
040O0204,2024-03-31 09:12:08.720,0,4,值机接收,0.311,b
040O0211,2024-03-31 09:12:10.164,0,4,值机接收,1.444,b
042E0121,2024-03-31 09:12:20.495,0,5,结束,10.331,s
042E0115,2024-03-31 09:12:22.348,1,2,检索提取,1.853,b
042E0118,2024-03-31 09:12:23.791,0,2,检索提取,1.443,b
040O0200,2024-03-31 09:12:24.110,0,4,值机接收,0.319,b
040O0211,2024-03-31 09:12:24.558,0,4,值机接收,0.448,b
040O0212,2024-03-31 09:12:27.113,0,4,值机接收,2.555,b
040O0204,2024-03-31 09:12:29.229,0,4,值机接收,2.116,b
040O0204,2024-03-31 09:12:29.557,0,4,值机接收,0.328,b
042E0121,2024-03-31 09:12:47.966,0,5,结束,18.409,s
042E0117,2024-03-31 09:12:48.409,-1,5,结束,0.443,b
042E0117,2024-03-31 09:12:48.713,-1,5,结束,0.304,b
042E0115,2024-03-31 09:12:59.313,1,2,检索提取,10.6,s
042E0115,2024-03-31 09:13:02.016,1,2,检索提取,2.703,b
042E0118,2024-03-31 09:13:03.321,0,2,检索提取,1.305,b
042E0115,2024-03-31 09:13:04.739,1,2,检索提取,1.418,b
042E0118,2024-03-31 09:13:06.037,0,2,检索提取,1.298,b
040O0200,2024-03-31 09:13:07.194,0,4,值机接收,1.157,b
040O0211,2024-03-31 09:13:07.836,0,4,值机接收,0.642,b
040O0204,2024-03-31 09:13:09.886,0,4,值机接收,2.05,b
040O0204,2024-03-31 09:13:13.325,0,4,值机接收,3.439,b
042E0121,2024-03-31 09:13:31.719,0,5,结束,18.394,s
042E0117,2024-03-31 09:13:32.032,-1,5,结束,0.313,b
042E0117,2024-03-31 09:13:32.268,-1,5,结束,0.236,b
042E0115,2024-03-31 09:13:36.223,1,2,检索提取,3.955,b
040O0200,2024-03-31 09:13:37.531,0,4,值机接收,1.308,b
040O0211,2024-03-31 09:13:38.122,0,4,值机接收,0.591,b
040O0204,2024-03-31 09:13:40.893,0,4,值机接收,2.771,b
040O0204,2024-03-31 09:13:46.987,0,4,值机接收,6.094,b
042E0121,2024-03-31 09:14:10.711,0,5,结束,23.724,s
042E0117,2024-03-31 09:14:12.138,-1,5,结束,1.427,b
042E0115,2024-03-31 09:14:14.272,1,2,检索提取,2.134,b
040O0200,2024-03-31 09:14:15.549,0,4,值机接收,1.277,b
040O0211,2024-03-31 09:14:16.003,0,4,值机接收,0.454,b
040O0204,2024-03-31 09:14:17.789,0,4,值机接收,1.786,b
01010915,2024-03-31 09:14:19.404,-1,5,结束,1.615,b
042E0117,2024-03-31 09:14:22.269,-1,5,结束,2.865,b
042E0117,2024-03-31 09:14:22.587,-1,5,结束,0.318,b
042E0117,2024-03-31 09:14:22.860,-1,5,结束,0.273,b
042E0115,2024-03-31 09:14:28.304,1,2,检索提取,5.444,b
040O0200,2024-03-31 09:14:32.111,0,4,值机接收,3.807,b
040O0211,2024-03-31 09:14:32.558,0,4,值机接收,0.447,b
040O0204,2024-03-31 09:14:34.348,0,4,值机接收,1.79,b
042E0121,2024-03-31 09:14:42.667,0,5,结束,8.319,b
042E0117,2024-03-31 09:14:43.803,-1,5,结束,1.136,b
042E0115,2024-03-31 09:14:48.684,1,2,检索提取,4.881,b
040O0200,2024-03-31 09:14:50.282,0,4,值机接收,1.598,b
040O0211,2024-03-31 09:14:50.719,0,4,值机接收,0.437,b
040O0204,2024-03-31 09:14:54.140,0,4,值机接收,3.421,b
040O0210,2024-03-31 09:15:13.868,0,4,值机接收,19.728,s
042E0121,2024-03-31 09:15:15.428,0,5,结束,1.56,b
040O0200,2024-03-31 09:15:16.122,0,4,值机接收,0.694,b
040O0211,2024-03-31 09:15:16.610,0,4,值机接收,0.488,b
040O0204,2024-03-31 09:15:19.034,0,4,值机接收,2.424,b
01010915,2024-03-31 09:15:21.804,-1,5,结束,2.77,b
042E0117,2024-03-31 09:15:37.032,-1,5,结束,15.228,s
042E0117,2024-03-31 09:15:37.323,-1,5,结束,0.291,b
042E0115,2024-03-31 09:15:39.861,1,2,检索提取,2.538,b
040O0200,2024-03-31 09:15:43.407,0,4,值机接收,3.546,b
040O0211,2024-03-31 09:15:43.955,0,4,值机接收,0.548,b
040O0204,2024-03-31 09:15:47.755,0,4,值机接收,3.8,b
042E0121,2024-03-31 09:16:07.744,0,5,结束,19.989,s
042E0117,2024-03-31 09:16:08.140,-1,5,结束,0.396,b
042E0115,2024-03-31 09:16:24.162,1,2,检索提取,16.022,s
040O0200,2024-03-31 09:16:25.321,0,4,值机接收,1.159,b
040O0211,2024-03-31 09:16:25.699,0,4,值机接收,0.378,b
040O0204,2024-03-31 09:16:27.517,0,4,值机接收,1.818,b
040O0204,2024-03-31 09:16:27.629,0,4,值机接收,0.112,b
042E0121,2024-03-31 09:16:39.971,0,5,结束,12.342,s
042E0117,2024-03-31 09:16:40.170,-1,5,结束,0.199,b
042E0117,2024-03-31 09:16:40.376,-1,5,结束,0.206,b
042E0115,2024-03-31 09:16:42.555,1,2,检索提取,2.179,b
040O0200,2024-03-31 09:16:44.875,0,4,值机接收,2.32,b
040O0211,2024-03-31 09:16:45.320,0,4,值机接收,0.445,b
040O0204,2024-03-31 09:16:55.662,0,4,值机接收,10.342,s
040O0204,2024-03-31 09:16:55.994,0,4,值机接收,0.332,b
042E0121,2024-03-31 09:17:15.144,0,5,结束,19.15,s
042E0117,2024-03-31 09:17:15.482,-1,5,结束,0.338,b
042E0117,2024-03-31 09:17:15.770,-1,5,结束,0.288,b
042E0117,2024-03-31 09:17:16.045,-1,5,结束,0.275,b
042E0115,2024-03-31 09:17:20.313,1,2,检索提取,4.268,b
040O0200,2024-03-31 09:17:22.763,0,4,值机接收,2.45,b
040O0211,2024-03-31 09:17:23.232,0,4,值机接收,0.469,b
040O0204,2024-03-31 09:17:28.651,0,4,值机接收,5.419,b
01010915,2024-03-31 09:17:32.779,-1,5,结束,4.128,b
01010903,2024-03-31 09:17:49.225,-1,5,结束,16.446,s
01010102,2024-03-31 10:02:06.249,0,1,登录,17.024,s
042E0100,2024-03-31 10:02:12.127,0,2,检索提取,5.878,b
042E0115,2024-03-31 10:02:13.972,1,2,检索提取,1.845,b
040O0200,2024-03-31 10:02:15.200,0,4,值机接收,1.228,b
040O0211,2024-03-31 10:02:15.880,0,4,值机接收,0.68,b
040O0204,2024-03-31 10:02:22.302,0,4,值机接收,6.422,b
040O0204,2024-03-31 10:02:27.694,0,4,值机接收,5.392,b
040O0204,2024-03-31 10:02:27.999,0,4,值机接收,0.305,b
042E0121,2024-03-31 10:02:37.034,0,5,结束,9.035,b
042E0117,2024-03-31 10:02:37.325,-1,5,结束,0.291,b
042E0117,2024-03-31 10:02:38.060,-1,5,结束,0.735,b
042E0117,2024-03-31 10:02:38.360,-1,5,结束,0.3,b
042E0117,2024-03-31 10:02:38.571,-1,5,结束,0.211,b
042E0115,2024-03-31 10:02:41.091,1,2,检索提取,2.52,b
040O0200,2024-03-31 10:02:50.331,0,4,值机接收,9.24,b
040O0211,2024-03-31 10:02:50.868,0,4,值机接收,0.537,b
040O0204,2024-03-31 10:02:53.850,0,4,值机接收,2.982,b
040O0204,2024-03-31 10:02:55.829,0,4,值机接收,1.979,b
01010903,2024-03-31 10:03:27.846,-1,5,结束,32.017,s
01010102,2024-03-31 10:03:44.231,0,1,登录,16.385,s
042E0100,2024-03-31 10:03:46.265,0,2,检索提取,2.034,b
042E0200,2024-03-31 10:03:51.281,1,2,检索提取,5.016,b
042E0112,2024-03-31 10:03:53.550,0,2,检索提取,2.269,b
042E0224,2024-03-31 10:03:54.438,-1,5,结束,0.888,b
042E0200,2024-03-31 10:03:58.181,1,2,检索提取,3.743,b
042E0112,2024-03-31 10:04:00.458,0,2,检索提取,2.277,b
042E0112,2024-03-31 10:04:08.526,0,2,检索提取,8.068,b
042E0224,2024-03-31 10:04:10.039,-1,5,结束,1.513,b
042E0212,2024-03-31 10:04:13.564,1,2,检索提取,3.525,b
042E0219,2024-03-31 10:04:16.479,1,2,检索提取,2.915,b
042E0219,2024-03-31 10:04:22.414,1,2,检索提取,5.935,b
042E0219,2024-03-31 10:04:23.248,1,2,检索提取,0.834,b
040O0211,2024-03-31 10:04:24.365,0,4,值机接收,1.117,b
040O0204,2024-03-31 10:04:30.649,0,4,值机接收,6.284,b
040O0238,2024-03-31 10:05:02.502,0,9,重打牌,31.853,s
040O0238,2024-03-31 10:05:03.026,0,9,重打牌,0.524,b
040O0204,2024-03-31 10:05:07.703,0,4,值机接收,4.677,b
040O0204,2024-03-31 10:05:07.929,0,4,值机接收,0.226,b
040O0204,2024-03-31 10:05:36.310,0,4,值机接收,28.381,s
040O0204,2024-03-31 10:05:36.544,0,4,值机接收,0.234,b
042E0200,2024-03-31 10:05:54.070,1,2,检索提取,17.526,s
042E0224,2024-03-31 10:05:54.213,-1,5,结束,0.143,b
042E0201,2024-03-31 10:05:58.344,1,2,检索提取,4.131,b
042E0112,2024-03-31 10:05:59.800,0,2,检索提取,1.456,b
042E0200,2024-03-31 10:06:03.393,1,2,检索提取,3.593,b
042E0112,2024-03-31 10:06:03.814,0,2,检索提取,0.421,b
042E0112,2024-03-31 10:06:05.643,0,2,检索提取,1.829,b
042E0146,2024-03-31 10:06:06.386,0,9,重打牌,0.743,b
042E0112,2024-03-31 10:06:06.876,0,2,检索提取,0.49,b
040O0211,2024-03-31 10:06:07.882,0,4,值机接收,1.006,b
040O0204,2024-03-31 10:06:21.610,0,4,值机接收,13.728,s
042E0200,2024-03-31 10:07:07.092,1,2,检索提取,45.482,s
042E0224,2024-03-31 10:07:07.213,-1,5,结束,0.121,b
042E0112,2024-03-31 10:07:07.273,0,2,检索提取,0.06,b
042E0200,2024-03-31 10:07:14.177,1,2,检索提取,6.904,b
042E0112,2024-03-31 10:07:14.827,0,2,检索提取,0.65,b
040O0211,2024-03-31 10:07:16.190,0,4,值机接收,1.363,b
040O0204,2024-03-31 10:07:20.505,0,4,值机接收,4.315,b
040O0204,2024-03-31 10:07:20.736,0,4,值机接收,0.231,b
040O0204,2024-03-31 10:07:23.579,0,4,值机接收,2.843,b
042E0200,2024-03-31 10:07:40.596,1,2,检索提取,17.017,s
042E0224,2024-03-31 10:07:40.710,-1,5,结束,0.114,b
042E0112,2024-03-31 10:07:40.748,0,2,检索提取,0.038,b
042E0200,2024-03-31 10:07:47.833,1,2,检索提取,7.085,b
042E0112,2024-03-31 10:07:48.353,0,2,检索提取,0.52,b
042E0112,2024-03-31 10:07:49.982,0,2,检索提取,1.629,b
042E0146,2024-03-31 10:07:50.204,0,9,重打牌,0.222,b
042E0146,2024-03-31 10:07:50.287,0,9,重打牌,0.083,b
040O0211,2024-03-31 10:08:00.105,0,4,值机接收,9.818,b
040O0204,2024-03-31 10:08:05.112,0,4,值机接收,5.007,b
042E0200,2024-03-31 10:08:57.918,1,2,检索提取,52.806,s
042E0224,2024-03-31 10:08:58.040,-1,5,结束,0.122,b
042E0112,2024-03-31 10:08:58.087,0,2,检索提取,0.047,b
042E0200,2024-03-31 10:09:03.043,1,2,检索提取,4.956,b
042E0112,2024-03-31 10:09:03.742,0,2,检索提取,0.699,b
040O0211,2024-03-31 10:09:04.953,0,4,值机接收,1.211,b
040O0238,2024-03-31 10:09:06.075,0,9,重打牌,1.122,b
040O0238,2024-03-31 10:09:06.516,0,9,重打牌,0.441,b
040O0238,2024-03-31 10:09:06.753,0,9,重打牌,0.237,b
040O0204,2024-03-31 10:09:08.842,0,4,值机接收,2.089,b
042E0200,2024-03-31 10:09:56.438,1,2,检索提取,47.596,s
042E0112,2024-03-31 10:09:56.614,0,2,检索提取,0.176,b
042E0224,2024-03-31 10:09:56.758,-1,5,结束,0.144,b
042E0200,2024-03-31 10:09:57.298,1,2,检索提取,0.54,b
042E0112,2024-03-31 10:09:57.828,0,2,检索提取,0.53,b
042E0112,2024-03-31 10:09:58.850,0,2,检索提取,1.022,b
042E0146,2024-03-31 10:09:58.965,0,9,重打牌,0.115,b
042E0112,2024-03-31 10:09:59.229,0,2,检索提取,0.264,b
040O0211,2024-03-31 10:09:59.869,0,4,值机接收,0.64,b
040O0204,2024-03-31 10:10:02.503,0,4,值机接收,2.634,b
042E0200,2024-03-31 10:10:19.395,1,2,检索提取,16.892,s
042E0112,2024-03-31 10:10:19.574,0,2,检索提取,0.179,b
042E0224,2024-03-31 10:10:20.442,-1,5,结束,0.868,b
042E0200,2024-03-31 10:10:28.598,1,2,检索提取,8.156,b
042E0112,2024-03-31 10:10:34.230,0,2,检索提取,5.632,b
040O0211,2024-03-31 10:10:39.592,0,4,值机接收,5.362,b
040O0204,2024-03-31 10:10:42.872,0,4,值机接收,3.28,b
040O0204,2024-03-31 10:10:50.820,0,4,值机接收,7.948,b
042E0200,2024-03-31 10:11:24.956,1,2,检索提取,34.136,s
042E0112,2024-03-31 10:11:25.083,0,2,检索提取,0.127,b
042E0224,2024-03-31 10:11:25.304,-1,5,结束,0.221,b
042E0200,2024-03-31 10:11:29.187,1,2,检索提取,3.883,b
042E0112,2024-03-31 10:11:29.992,0,2,检索提取,0.805,b
040O0211,2024-03-31 10:11:31.092,0,4,值机接收,1.1,b
040O0204,2024-03-31 10:11:33.657,0,4,值机接收,2.565,b
042E0200,2024-03-31 10:11:46.989,1,2,检索提取,13.332,s
042E0224,2024-03-31 10:11:47.105,-1,5,结束,0.116,b
042E0112,2024-03-31 10:11:47.144,0,2,检索提取,0.039,b
042E0200,2024-03-31 10:11:49.800,1,2,检索提取,2.656,b
042E0112,2024-03-31 10:11:50.310,0,2,检索提取,0.51,b
040O0211,2024-03-31 10:11:52.406,0,4,值机接收,2.096,b
040O0204,2024-03-31 10:11:52.953,0,4,值机接收,0.547,b
040O0204,2024-03-31 10:12:03.116,0,4,值机接收,10.163,s
040O0204,2024-03-31 10:12:06.471,0,4,值机接收,3.355,b
040O0204,2024-03-31 10:12:06.729,0,4,值机接收,0.258,b
042E0200,2024-03-31 10:12:33.811,1,2,检索提取,27.082,s
042E0112,2024-03-31 10:12:33.938,0,2,检索提取,0.127,b
042E0224,2024-03-31 10:12:34.069,-1,5,结束,0.131,b
042E0200,2024-03-31 10:12:40.641,1,2,检索提取,6.572,b
042E0112,2024-03-31 10:12:48.330,0,2,检索提取,7.689,b
042E0200,2024-03-31 10:12:49.773,1,2,检索提取,1.443,b
042E0112,2024-03-31 10:12:52.123,0,2,检索提取,2.35,b
040O0211,2024-03-31 10:12:57.338,0,4,值机接收,5.215,b
040O0204,2024-03-31 10:13:07.162,0,4,值机接收,9.824,b
040O0204,2024-03-31 10:13:11.752,0,4,值机接收,4.59,b
040O0204,2024-03-31 10:13:11.856,0,4,值机接收,0.104,b
040O0204,2024-03-31 10:13:38.246,0,4,值机接收,26.39,s
040O0204,2024-03-31 10:13:38.630,0,4,值机接收,0.384,b
042E0200,2024-03-31 10:14:01.523,1,2,检索提取,22.893,s
042E0224,2024-03-31 10:14:01.617,-1,5,结束,0.094,b
042E0112,2024-03-31 10:14:01.678,0,2,检索提取,0.061,b
042E0200,2024-03-31 10:14:10.676,1,2,检索提取,8.998,b
042E0112,2024-03-31 10:14:12.248,0,2,检索提取,1.572,b
042E0112,2024-03-31 10:14:13.230,0,2,检索提取,0.982,b
040O0211,2024-03-31 10:14:13.942,0,4,值机接收,0.712,b
040O0212,2024-03-31 10:14:21.482,0,4,值机接收,7.54,b
040O0204,2024-03-31 10:14:23.867,0,4,值机接收,2.385,b
042E0200,2024-03-31 10:15:17.231,1,2,检索提取,53.364,s
042E0224,2024-03-31 10:15:17.330,-1,5,结束,0.099,b
042E0112,2024-03-31 10:15:17.382,0,2,检索提取,0.052,b
042E0200,2024-03-31 10:15:23.356,1,2,检索提取,5.974,b
042E0112,2024-03-31 10:15:24.184,0,2,检索提取,0.828,b
042E0200,2024-03-31 10:15:28.225,1,2,检索提取,4.041,b
042E0112,2024-03-31 10:15:28.624,0,2,检索提取,0.399,b
040O0211,2024-03-31 10:15:30.213,0,4,值机接收,1.589,b
040O0238,2024-03-31 10:15:30.567,0,9,重打牌,0.354,b
040O0238,2024-03-31 10:15:31.311,0,9,重打牌,0.744,b
040O0204,2024-03-31 10:15:33.815,0,4,值机接收,2.504,b
040O0238,2024-03-31 10:15:41.831,0,9,重打牌,8.016,b
040O0238,2024-03-31 10:15:42.367,0,9,重打牌,0.536,b
042E0200,2024-03-31 10:16:02.172,1,2,检索提取,19.805,s
042E0112,2024-03-31 10:16:02.321,0,2,检索提取,0.149,b
042E0224,2024-03-31 10:16:04.154,-1,5,结束,1.833,b
042E0200,2024-03-31 10:16:06.234,1,2,检索提取,2.08,b
042E0112,2024-03-31 10:16:06.731,0,2,检索提取,0.497,b
040O0211,2024-03-31 10:16:08.406,0,4,值机接收,1.675,b
040O0204,2024-03-31 10:16:09.579,0,4,值机接收,1.173,b
040O0204,2024-03-31 10:16:16.839,0,4,值机接收,7.26,b
040O0204,2024-03-31 10:16:17.024,0,4,值机接收,0.185,b
042E0200,2024-03-31 10:16:32.239,1,2,检索提取,15.215,s
042E0112,2024-03-31 10:16:32.428,0,2,检索提取,0.189,b
042E0224,2024-03-31 10:16:32.583,-1,5,结束,0.155,b
042E0200,2024-03-31 10:16:33.908,1,2,检索提取,1.325,b
042E0112,2024-03-31 10:16:36.005,0,2,检索提取,2.097,b
040O0211,2024-03-31 10:16:36.817,0,4,值机接收,0.812,b
040O0204,2024-03-31 10:16:42.120,0,4,值机接收,5.303,b
040O0204,2024-03-31 10:16:46.199,0,4,值机接收,4.079,b
040O0204,2024-03-31 10:16:46.293,0,4,值机接收,0.094,b
042E0200,2024-03-31 10:17:07.854,1,2,检索提取,21.561,s
042E0224,2024-03-31 10:17:07.946,-1,5,结束,0.092,b
042E0112,2024-03-31 10:17:07.986,0,2,检索提取,0.04,b
042E0200,2024-03-31 10:17:10.560,1,2,检索提取,2.574,b
042E0112,2024-03-31 10:17:11.098,0,2,检索提取,0.538,b
040O0211,2024-03-31 10:17:12.211,0,4,值机接收,1.113,b
040O0204,2024-03-31 10:17:17.707,0,4,值机接收,5.496,b
040O0204,2024-03-31 10:17:20.651,0,4,值机接收,2.944,b
042E0200,2024-03-31 10:17:49.257,1,2,检索提取,28.606,s
042E0224,2024-03-31 10:17:49.351,-1,5,结束,0.094,b
042E0112,2024-03-31 10:17:49.383,0,2,检索提取,0.032,b
042E0200,2024-03-31 10:17:50.375,1,2,检索提取,0.992,b
042E0200,2024-03-31 10:18:22.803,1,2,检索提取,32.428,s
042E0112,2024-03-31 10:18:35.632,0,2,检索提取,12.829,s
040O0211,2024-03-31 10:18:45.151,0,4,值机接收,9.519,b
040O0285,2024-03-31 10:18:47.816,0,22,证件校验,2.665,b
042F0801,2024-03-31 10:18:49.018,0,22,证件校验,1.202,b
042F0802,2024-03-31 10:18:53.845,0,22,证件校验,4.827,b
040O0200,2024-03-31 10:18:56.878,0,4,值机接收,3.033,b
040O0204,2024-03-31 10:18:58.811,0,4,值机接收,1.933,b
040O0238,2024-03-31 10:19:09.198,0,9,重打牌,10.387,s
040O0238,2024-03-31 10:19:09.768,0,9,重打牌,0.57,b
040O0238,2024-03-31 10:19:30.203,0,9,重打牌,20.435,s
040O0238,2024-03-31 10:19:30.807,0,9,重打牌,0.604,b
